14.3622 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
15.5331 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.5336 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa06bd62460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa06bd62400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa06bd62280>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa06be48f70>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.5338 	EXP 	window1: mouseVisible = True
15.5338 	EXP 	window1: backgroundImage = ''
15.5339 	EXP 	window1: backgroundFit = 'none'
15.5377 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.5377 	EXP 	window1: recordFrameIntervals = False
15.6164 	EXP 	window1: recordFrameIntervals = True
16.4545 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.4550 	EXP 	window1: mouseVisible = False
16.4551 	EXP 	image_similarity_rating: status = STARTED
16.4554 	EXP 	window1: mouseVisible = True
16.4901 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
16.4902 	EXP 	window1: mouseVisible = True
16.4917 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
16.4918 	EXP 	window1: mouseVisible = True
16.4931 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
16.4931 	EXP 	window1: mouseVisible = True
16.5072 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
16.5073 	EXP 	window1: mouseVisible = True
16.5196 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
16.5298 	EXP 	window1: mouseVisible = True
16.5301 	EXP 	window1: mouseVisible = True
16.5327 	EXP 	window1: mouseVisible = True
16.5328 	EXP 	window1: mouseVisible = True
16.5331 	EXP 	window1: mouseVisible = True
16.5334 	EXP 	window1: mouseVisible = True
16.5455 	EXP 	window1: mouseVisible = True
16.5456 	EXP 	window1: mouseVisible = True
16.5460 	EXP 	window1: mouseVisible = True
16.5462 	EXP 	window1: mouseVisible = True
16.5538 	EXP 	window1: mouseVisible = True
16.5539 	EXP 	window1: mouseVisible = True
16.5542 	EXP 	window1: mouseVisible = True
16.5544 	EXP 	window1: mouseVisible = True
16.5603 	EXP 	window1: mouseVisible = True
16.5604 	EXP 	window1: mouseVisible = True
16.5607 	EXP 	window1: mouseVisible = True
16.5610 	EXP 	window1: mouseVisible = True
16.5643 	EXP 	window1: mouseVisible = True
16.5644 	EXP 	window1: mouseVisible = True
16.5647 	EXP 	window1: mouseVisible = True
16.5650 	EXP 	window1: mouseVisible = True
16.5707 	EXP 	window1: mouseVisible = True
