48.6318 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
49.7930 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

49.7934 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8e59ef93d0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8e59ef9370>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8e59ef91f0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8e5a169f40>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
49.7935 	EXP 	window1: mouseVisible = True
49.7936 	EXP 	window1: backgroundImage = ''
49.7936 	EXP 	window1: backgroundFit = 'none'
49.7969 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
49.7969 	EXP 	window1: recordFrameIntervals = False
49.8762 	EXP 	window1: recordFrameIntervals = True
50.7224 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

50.7229 	EXP 	window1: mouseVisible = False
50.7230 	EXP 	image_similarity_rating: status = STARTED
50.7234 	EXP 	window1: mouseVisible = True
50.7591 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
50.7593 	EXP 	window1: mouseVisible = True
50.7608 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
50.7609 	EXP 	window1: mouseVisible = True
50.7622 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
50.7623 	EXP 	window1: mouseVisible = True
50.7763 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
50.7764 	EXP 	window1: mouseVisible = True
50.7886 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
50.7988 	EXP 	window1: mouseVisible = True
50.7990 	EXP 	window1: mouseVisible = True
50.8016 	EXP 	window1: mouseVisible = True
50.8017 	EXP 	window1: mouseVisible = True
50.8021 	EXP 	window1: mouseVisible = True
50.8024 	EXP 	window1: mouseVisible = True
50.8143 	EXP 	window1: mouseVisible = True
50.8144 	EXP 	window1: mouseVisible = True
50.8147 	EXP 	window1: mouseVisible = True
50.8150 	EXP 	window1: mouseVisible = True
50.8225 	EXP 	window1: mouseVisible = True
50.8226 	EXP 	window1: mouseVisible = True
50.8229 	EXP 	window1: mouseVisible = True
50.8231 	EXP 	window1: mouseVisible = True
50.8290 	EXP 	window1: mouseVisible = True
50.8290 	EXP 	window1: mouseVisible = True
50.8293 	EXP 	window1: mouseVisible = True
50.8296 	EXP 	window1: mouseVisible = True
50.8329 	EXP 	window1: mouseVisible = True
50.8330 	EXP 	window1: mouseVisible = True
50.8333 	EXP 	window1: mouseVisible = True
50.8336 	EXP 	window1: mouseVisible = True
50.8392 	EXP 	window1: mouseVisible = True
50.8393 	EXP 	window1: mouseVisible = True
50.8396 	EXP 	window1: mouseVisible = True
50.8399 	EXP 	window1: mouseVisible = True
50.8432 	EXP 	window1: mouseVisible = True
50.8433 	EXP 	window1: mouseVisible = True
50.8436 	EXP 	window1: mouseVisible = True
50.8438 	EXP 	window1: mouseVisible = True
50.8495 	EXP 	window1: mouseVisible = True
50.8496 	EXP 	window1: mouseVisible = True
50.8499 	EXP 	window1: mouseVisible = True
50.8501 	EXP 	window1: mouseVisible = True
50.8534 	EXP 	window1: mouseVisible = True
50.8535 	EXP 	window1: mouseVisible = True
50.8538 	EXP 	window1: mouseVisible = True
50.8540 	EXP 	window1: mouseVisible = True
50.8597 	EXP 	window1: mouseVisible = True
50.8598 	EXP 	window1: mouseVisible = True
50.8601 	EXP 	window1: mouseVisible = True
50.8603 	EXP 	window1: mouseVisible = True
50.8636 	EXP 	window1: mouseVisible = True
50.8637 	EXP 	window1: mouseVisible = True
50.8640 	EXP 	window1: mouseVisible = True
50.8643 	EXP 	window1: mouseVisible = True
50.8699 	EXP 	window1: mouseVisible = True
50.8700 	EXP 	window1: mouseVisible = True
50.8703 	EXP 	window1: mouseVisible = True
50.8706 	EXP 	window1: mouseVisible = True
50.8739 	EXP 	window1: mouseVisible = True
50.8740 	EXP 	window1: mouseVisible = True
50.8743 	EXP 	window1: mouseVisible = True
50.8745 	EXP 	window1: mouseVisible = True
50.8806 	EXP 	window1: mouseVisible = True
50.8807 	EXP 	window1: mouseVisible = True
50.8810 	EXP 	window1: mouseVisible = True
50.8812 	EXP 	window1: mouseVisible = True
50.8846 	EXP 	window1: mouseVisible = True
50.8869 	EXP 	window1: mouseVisible = True
50.9172 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
50.9174 	EXP 	window1: mouseVisible = True
50.9610 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
50.9629 	EXP 	window1: mouseVisible = True
50.9632 	EXP 	window1: mouseVisible = True
50.9645 	EXP 	window1: mouseVisible = True
50.9646 	EXP 	window1: mouseVisible = True
50.9648 	EXP 	window1: mouseVisible = True
50.9651 	EXP 	window1: mouseVisible = True
50.9699 	EXP 	window1: mouseVisible = True
50.9700 	EXP 	window1: mouseVisible = True
50.9703 	EXP 	window1: mouseVisible = True
50.9705 	EXP 	window1: mouseVisible = True
50.9739 	EXP 	window1: mouseVisible = True
50.9740 	EXP 	window1: mouseVisible = True
50.9743 	EXP 	window1: mouseVisible = True
50.9746 	EXP 	window1: mouseVisible = True
