,101_kit.jpg,101_kit.jpg,101_kit.jpg,102_kit.jpg,102_kit.jpg,102_kit.jpg,103_kit.jpg,103_kit.jpg,103_kit.jpg,104_kit.jpg,104_kit.jpg,104_kit.jpg,105_kit.jpg,105_kit.jpg,105_kit.jpg,106_kit.jpg,106_kit.jpg,106_kit.jpg,109_kit.jpg,109_kit.jpg,109_kit.jpg,111_kit.jpg,111_kit.jpg,111_kit.jpg,112_kit.jpg,112_kit.jpg,112_kit.jpg,113_kit.jpg,113_kit.jpg,113_kit.jpg,114_kit.jpg,114_kit.jpg,114_kit.jpg,116_kit.jpg,116_kit.jpg,116_kit.jpg,117_kit.jpg,117_kit.jpg,117_kit.jpg,118_kit.jpg,118_kit.jpg,118_kit.jpg,119_kit.jpg,119_kit.jpg,119_kit.jpg,120_kit.jpg,120_kit.jpg,120_kit.jpg,121_kit.jpg,121_kit.jpg,121_kit.jpg,122_kit.jpg,122_kit.jpg,122_kit.jpg,123_kit.jpg,123_kit.jpg,123_kit.jpg,124_kit.jpg,124_kit.jpg,124_kit.jpg,125_kit.jpg,125_kit.jpg,125_kit.jpg,126_kit.jpg,126_kit.jpg,126_kit.jpg,127_kit.jpg,127_kit.jpg,127_kit.jpg,129_kit.jpg,129_kit.jpg,129_kit.jpg,130_kit.jpg,130_kit.jpg,130_kit.jpg,131_kit.jpg,131_kit.jpg,131_kit.jpg,132_kit.jpg,132_kit.jpg,132_kit.jpg,134_kit.jpg,134_kit.jpg,134_kit.jpg,135_kit.jpg,135_kit.jpg,135_kit.jpg,136_kit.jpg,136_kit.jpg,136_kit.jpg,137_kit.jpg,137_kit.jpg,137_kit.jpg,138_kit.jpg,138_kit.jpg,138_kit.jpg,139_kit.jpg,139_kit.jpg,139_kit.jpg,140_kit.jpg,140_kit.jpg,140_kit.jpg,141_kit.jpg,141_kit.jpg,141_kit.jpg
101_kit.jpg,0.0,0.06032487712415424,0.05760242373559521,0.07403195534931661,0.05974745283754612,0.06275659180805082,0.12368986119564684,0.1361482862231551,0.11516060750428514,0.08908906782204151,0.07451342924063664,0.09420432061821937,0.1206141503467989,0.10477706341563497,0.10111820622457923,0.09052649587249062,0.10104691894856599,0.10460367983276331,0.1439974895010876,0.1144417212875728,0.11354094787758362,0.102088889378678,0.0922291253053883,0.09794784303935244,0.09188712651931175,0.07227512533421054,0.0953021870544214,0.10165992064568519,0.07573585635012547,0.06889174803288456,0.0923696335595594,0.0978667540940249,0.09972199816724692,0.11834813685631107,0.13006041643001387,0.07496353779015064,0.09594785215225587,0.10429180131158,0.11912856166171892,0.08529113289071466,0.08754353000815496,0.07922228363424277,0.1131264432295791,0.08129168093648431,0.12873891298745554,0.10416647239934684,0.08045636678291623,0.13040413713096988,0.0679187336709487,0.08932205615074362,0.08834800863988013,0.10075347816209268,0.14862663248126973,0.09817224828465498,0.09185817185833711,0.08252330042233025,0.10626577803849635,0.09894130845185756,0.12379963989196763,0.09913530203128729,0.07382373610388204,0.08120489642655515,0.07823464624133003,0.08232257812937105,0.0864022713169883,0.08598297179831915,0.09146652894173346,0.07404530681238264,0.08959939041034348,0.1139003777404407,0.10381204933513954,0.11081377909135448,0.08018708578675293,0.086938872975452,0.09205404629863534,0.12631498665701413,0.15426818193763203,0.1273396054833399,0.07857659204541023,0.10114199514091515,0.08414306601302424,0.110136907597703,0.11490173747039356,0.09279407233186909,0.10798750748105779,0.09362398232181535,0.10708943615287969,0.09946739318405695,0.10234182542898462,0.08766080565695133,0.12399723624714531,0.11039265169381318,0.09794328658767126,0.0911350470819211,0.09423947417276035,0.08233012806384288,0.11013465586286053,0.10050205209868046,0.10001162424998689,0.11564769748721215,0.07386747274182248,0.10413245795772641,0.08293208301473487,0.09652281277603625,0.09406076589926127
101_kit.jpg,0.06032487712415424,0.0,0.05085643807549045,0.10138081148920952,0.0936629770710874,0.1043945069113954,0.14125466453495372,0.13888324336283941,0.10301276293905115,0.1169493061901622,0.1010799002412589,0.08391450168101278,0.11530887762091335,0.12747508044786326,0.11380326174123423,0.11544512082438307,0.12391031928222529,0.12090700833131296,0.10056125947953876,0.1000143793137942,0.10805219849853265,0.11003875844956879,0.1253367800594416,0.1350793744479276,0.11001949949391598,0.12358010899032423,0.11585861881445791,0.09163082611224038,0.11054762403297258,0.12765686167714718,0.12390467669962013,0.13567841538902348,0.09763779239704107,0.11279877607350008,0.09706272580926822,0.09853016816061766,0.1357543650807107,0.13826110227135935,0.15449642837766586,0.09009887818040319,0.09591622190046856,0.11079637450557211,0.09963767732014506,0.09483109763437503,0.10398681044991454,0.09083130129716888,0.1101604580950557,0.13164396882624108,0.07711394456472531,0.07692993809159698,0.12245530120900683,0.0773140310737288,0.17158259236245454,0.1291712195862148,0.1403456524245409,0.10919245053176974,0.11173675195779065,0.07264647614623376,0.17306301530289603,0.08518148664938463,0.10179038881155866,0.10579129777068719,0.11343479844800897,0.11850324165046122,0.10115105506228139,0.12431650575681163,0.09544854981918294,0.1265803469854515,0.1030320748767003,0.08163654075036075,0.08391958795265697,0.0856764709497595,0.11963615567721164,0.10422451417628675,0.13365762906838152,0.1420320163845764,0.14015785773867762,0.1306962268765376,0.10804480751004975,0.07951935368746221,0.06934802898496673,0.1312049070229544,0.09097263077228246,0.11033556359280661,0.10646395719563329,0.11028880698107735,0.09080361820410532,0.09825317828399371,0.11707010514171201,0.0797834689389868,0.09337197345644366,0.09313540884299187,0.080641512368965,0.11448649107444087,0.09198090465275188,0.12291322460297416,0.0774529763590095,0.11776154668434435,0.12997307560912352,0.09289550636377353,0.09846600696310603,0.13440541696407238,0.10944175731533023,0.08821650732507891,0.10960062383121716
101_kit.jpg,0.05760242373559521,0.05085643807549045,0.0,0.10866305442480195,0.09452578888073204,0.08810945720156727,0.12372588895312664,0.12547742076860346,0.12671878894176736,0.08183773988128651,0.07948001455521403,0.07995587235492685,0.10637738461368917,0.10858130320452064,0.10280608017150916,0.09155389625362187,0.11695969066143563,0.12609066088470622,0.14712024836264437,0.12725091362154417,0.12271332353095754,0.12073235318053044,0.10443628321547327,0.10884761720889147,0.08197538710765773,0.09864217210078285,0.10422427575730342,0.11876513165814151,0.08958185336957014,0.11971364184679123,0.10338914704072233,0.10975125164668054,0.1218934006473128,0.12835288616245877,0.141331726848563,0.10112551774006773,0.11046735630858762,0.12034293550777098,0.11913280022142236,0.08875125461367228,0.09544817894520907,0.08966336617086823,0.11729602037390863,0.08700364346592104,0.1398222432831544,0.10006142732650314,0.1094205645168127,0.14297999675326334,0.07486313690717394,0.10912617005440606,0.09287020746054331,0.1028641749304453,0.15019084644884995,0.10689017086481889,0.1395661548040682,0.08299216459853198,0.14735048162753916,0.0960033772843717,0.12390099445087766,0.10423150779979762,0.0899685159785224,0.09622772954767789,0.1015420357039315,0.0903094816156712,0.09200962089474296,0.09243930488468577,0.12675407495129898,0.11117887802781523,0.11866610830706836,0.09703120152147338,0.09572159253708312,0.12587732887662906,0.09990420325250127,0.1166464875903448,0.12453860628527536,0.16081307443080384,0.19959446520396784,0.1791621172792517,0.09140313598316785,0.11236003216219104,0.0914607803951355,0.12135944808866383,0.11704422343652254,0.10189746542606848,0.11162368837769976,0.10431461006098453,0.11119387193276642,0.10486011269482542,0.1089065331887702,0.09587367735744456,0.14345100670031508,0.1335166969582401,0.10746187309582711,0.09660649783918218,0.11269037490908296,0.09992955513772783,0.10542180132853418,0.1118357753088639,0.11794857313126128,0.11915632422777689,0.0911298018642881,0.1344823468226909,0.10199161443348248,0.117639423182887,0.11657999518499607
102_kit.jpg,0.07403195534931661,0.10138081148920952,0.10866305442480195,0.0,0.03502655669582233,0.058453605997053404,0.14454129671104732,0.15865461439279238,0.13915247137700626,0.10888642652117675,0.08905513285341526,0.11052963664523074,0.12290699921840964,0.15332997674726145,0.12132257261924329,0.11353914648970964,0.11082236217475405,0.1120939035948072,0.12245779136283264,0.10616182736176782,0.13631284830364376,0.12234091307900852,0.12442649638111769,0.13275372972061117,0.142801606371742,0.11468037868987813,0.1287530591804661,0.09207513313316029,0.09982682304691404,0.09568641249154397,0.11721493142858108,0.12077995750420045,0.09322293510086932,0.1210076476332731,0.13171435540831744,0.08826326393680806,0.13831702476844754,0.13218626604930628,0.16150729752824167,0.12601940009969081,0.10058772398668758,0.10834720225389649,0.15919076570428758,0.11199432393277309,0.1393027548094936,0.10635012537659594,0.11500907899488488,0.12014401460268576,0.08877136128126561,0.10064547436264781,0.13244240751038872,0.10013247618353294,0.13436372013298914,0.11742627661179705,0.10965850666216803,0.10906412813674615,0.11664447427448577,0.10166736461616455,0.16767135543205336,0.12259469684125579,0.10504761597970924,0.10475255924234905,0.10545231895839946,0.11829465153105245,0.1156505320240141,0.11145920577020574,0.09925265715307807,0.10322739300603745,0.1068252414283608,0.140720579521314,0.12556081443076983,0.1177589240755278,0.10371421807898307,0.11204272298638751,0.12234342972383239,0.1649737241087582,0.1715011325431528,0.1665333021516624,0.12754687105284146,0.12282172469537478,0.12529990459002105,0.12709096097473305,0.11365859440035397,0.10530722776154877,0.13283336166104065,0.11513101705935502,0.11892087223624714,0.12715016835559134,0.14206730239410814,0.10524807336268682,0.13605988576233885,0.11607828217109206,0.12191509677479517,0.10679008787381983,0.0866798439955716,0.09873086396257857,0.13693504237711995,0.14869537662146104,0.15104430693614856,0.10128904667162864,0.08038179462313277,0.1220828907570577,0.10799026254486521,0.11769049782731422,0.12493197111675869
102_kit.jpg,0.05974745283754612,0.0936629770710874,0.09452578888073204,0.03502655669582233,0.0,0.04109784312412368,0.12147778337738613,0.13821164357781912,0.11595186712793504,0.09615482632077754,0.07577723528923097,0.10217307777078877,0.10018725956770091,0.13063627774773112,0.09358382196862458,0.08638513164118733,0.07647182926064267,0.0859370099165343,0.14598434085310352,0.1179674612129401,0.1388622095103108,0.12493605073047342,0.11429612676175738,0.12488481714005728,0.1327486964309632,0.10608529486812146,0.11964007634493745,0.09761214911083493,0.08623577539363514,0.08276185186064289,0.10663784410746946,0.11172128121487301,0.09503123712537498,0.11566830748377055,0.11821883429435609,0.07330604901809534,0.11033786830964543,0.11781134976086038,0.1388947669470333,0.1171037222183604,0.08543161465388771,0.09012717056642405,0.13303175274616275,0.09208069624277104,0.11892895199068199,0.10251677198074671,0.09726315670124763,0.1212024624336453,0.06836060352003903,0.0971930085381546,0.12292254943432179,0.10827112010721862,0.11907351336756955,0.1084970883214117,0.10116154549754763,0.09226878232961422,0.10638678891803144,0.10044607661959604,0.15048269777543433,0.10761936207981049,0.08375462850719617,0.07989232045037242,0.079749772389344,0.10769390774859577,0.09539215048412841,0.09811251108383368,0.07853314680844936,0.072751115588914,0.08151126482012394,0.1138393159897122,0.11074421373022081,0.1162739446834049,0.09878792557258698,0.11595923162541988,0.09978875548257693,0.13883852655796736,0.16946617353850224,0.16223410455339993,0.11082924983427245,0.1281124803542758,0.11464620530226866,0.09177676502103183,0.0991345867743374,0.07223652794991042,0.11466771599276393,0.10168993494658563,0.10381578456587837,0.10736271728976321,0.12390359056869604,0.08762687068832509,0.1549544312446276,0.13770709602711317,0.11533777929989175,0.09117867775586919,0.09099620776063322,0.09333962794770634,0.12120177366769347,0.12554529070585574,0.10992140332777789,0.07689955291672246,0.056405984295288536,0.11312554253564211,0.0869001696271593,0.10599353005054057,0.10160161395876388
102_kit.jpg,0.06275659180805082,0.1043945069113954,0.08810945720156727,0.058453605997053404,0.04109784312412368,0.0,0.09545731833956972,0.10728965511687405,0.09876747452201773,0.06932975019624532,0.05645388001993823,0.07101780958016224,0.09634911130118706,0.10789881561926207,0.09888737277963044,0.06867722392989084,0.06966263607895928,0.0841313305008452,0.12097951419324104,0.09742978507959177,0.10592332890545131,0.09365142699589535,0.08720770362464669,0.09294085895260107,0.1078161372140456,0.07968338594798774,0.10239618495718206,0.08353276639771601,0.07972100316535635,0.08212927331589315,0.07736065523046742,0.07680961597801361,0.0806940175272921,0.12737603060579183,0.12074480394965958,0.08047326803973398,0.0884818676535164,0.09252402309675956,0.10911612996610864,0.08352386542233858,0.08346349243756179,0.06239994349999922,0.10343402279158331,0.08025222715119618,0.11646221620723496,0.08741812162292761,0.05673894965099702,0.10728144290744845,0.07354907743509498,0.08698019893256115,0.08138662467384283,0.086601828006029,0.11385128992087445,0.08371179256319261,0.09277703862006059,0.06294319439899776,0.0977546706808653,0.08881621054112843,0.0966072925691267,0.0918278661564571,0.050913420212504445,0.045159946288971464,0.05735605745282912,0.08351536181193331,0.06318018286841987,0.052833275830206694,0.09437047215859673,0.06398058188643041,0.07911300826688672,0.09912301020814718,0.09269163164203498,0.11237420484619964,0.06599265266868193,0.08980959648063913,0.08428020991043073,0.13094161299237217,0.15871016601590648,0.13081699933708923,0.08085031441635881,0.10371456246195909,0.09242934426938254,0.10374081504112254,0.08887451722804973,0.0546082786700417,0.10134836001647951,0.0926491665720055,0.10723259350686565,0.08738304754138093,0.07947352426066812,0.06564869354874259,0.15549723179665775,0.13311172906956847,0.11522355011588226,0.06918049991268571,0.06737556224494468,0.06206848813118515,0.11083298506501105,0.10902004711582969,0.10385679263100978,0.06414426976398002,0.0408322973586992,0.07859836764588701,0.08040166287174288,0.10723746785052468,0.09277465443022737
103_kit.jpg,0.12368986119564684,0.14125466453495372,0.12372588895312664,0.14454129671104732,0.12147778337738613,0.09545731833956972,0.0,0.07848485371882763,0.06542669898427156,0.08646486954560939,0.075345908857403,0.0803550122240061,0.05648765604257544,0.0799103608201105,0.0890662590726371,0.06738229095847403,0.09052983373825696,0.08217875850043155,0.15070146043813148,0.12129507496316694,0.13089247219080968,0.08496206171173393,0.08035909183772083,0.08102806901392445,0.1360658197459237,0.1319512908957433,0.15755685392058305,0.13686711945787133,0.10771714035397062,0.14948173541045373,0.08370871960740756,0.10619825248421999,0.10497868640253105,0.12835797243410307,0.1330485480389879,0.1063518737824738,0.08519833492420614,0.10394219960903517,0.11466135815320866,0.10916911196240231,0.0845488021406422,0.09705016907614661,0.10187632560954729,0.08920655539882305,0.12853011094006161,0.09683508866219193,0.09514347948452329,0.10842082073774673,0.11629320363905782,0.0905607487330945,0.09670332243740931,0.1021885750047048,0.12173252081556674,0.1002936474162589,0.09192000184801208,0.08965446519549092,0.14905896557102727,0.08460310868684329,0.09621159652980626,0.1043317497367855,0.07027306814925838,0.07627600780234067,0.07554686956934542,0.08581573412701782,0.08705654598922041,0.09349462677786391,0.12454424886788074,0.10587445301387022,0.13861284974475396,0.10943097547908442,0.09297723109305667,0.12744662911585347,0.09296085965620204,0.09506673506289165,0.09334233002951742,0.1283921988037089,0.19294445643014935,0.16500747364039725,0.09813124021952357,0.11188870432316145,0.11602302194895753,0.0758830403358296,0.07562729623971942,0.06976452045783232,0.0819357300834318,0.08614117603925242,0.09585719995659714,0.08749200501675936,0.07729646754195751,0.08604024533631272,0.15991540046759778,0.15029426730561535,0.13571590015140134,0.07033450077396097,0.09255197109980462,0.07624752997933282,0.11553020991043073,0.09499049397022508,0.0915950632647421,0.12081728332058939,0.08056980123698132,0.13031072987150383,0.09219021002911043,0.09506262895817896,0.09683667812208074
103_kit.jpg,0.1361482862231551,0.13888324336283941,0.12547742076860346,0.15865461439279238,0.13821164357781912,0.10728965511687405,0.07848485371882763,0.0,0.05908313807701637,0.08551606795597999,0.0932040470191905,0.08957485974605939,0.11160533011598395,0.09467493320029918,0.09987850698429879,0.11487929959496335,0.13866813645788645,0.14175057602026375,0.15959576008395737,0.1015949117362327,0.12405138384735759,0.05396854755579217,0.09238287905863285,0.06078068123826974,0.15628083552184313,0.12057730136837663,0.13025064828770672,0.15563866723576392,0.13686476175903628,0.17395684807137057,0.07630840629307445,0.09294928309001171,0.09822838270972811,0.15645043089197952,0.16422850583988746,0.12427184193393614,0.08289012127367024,0.09754870317027309,0.10115616782492365,0.09869737934092093,0.11664518953143577,0.10779523581650763,0.1147759847021903,0.10839130976581124,0.16205417769398622,0.08679409967057916,0.09768346287784635,0.13564601689828992,0.1131094095177706,0.1278756773218407,0.08559962056413539,0.10455008854351222,0.1627889850005848,0.09286724046875083,0.13658263262877168,0.09675381427987717,0.1436432253828691,0.11593517779910245,0.13027022513533726,0.10890330128699621,0.08699392126960126,0.0996622609664255,0.10832842013621025,0.08488073434742294,0.08459041949873103,0.0959066321591392,0.11378837380027573,0.10470831927544366,0.10233920282016806,0.10613070043894535,0.09560656862312933,0.14013009517261954,0.1015307240477229,0.10406758150326445,0.1206809341531272,0.19058039975552,0.229184698206072,0.1745002049343617,0.11868918196645428,0.13517535133421377,0.11328321695661248,0.11567466532332582,0.10839414430261285,0.1068520768094835,0.10557515771680659,0.08295404405219864,0.12728151072440375,0.08345771739996577,0.0638246293803395,0.08522665380122507,0.18881752979283617,0.17743252001024035,0.14789744126627813,0.07865346892203262,0.09011988554193373,0.09899219765929779,0.11823152348246846,0.12863180988194778,0.12220790177731289,0.132956200419448,0.11490655883205647,0.11110080905627617,0.08771015838649909,0.1151953372028558,0.09364377109743094
103_kit.jpg,0.11516060750428514,0.10301276293905115,0.12671878894176736,0.13915247137700626,0.11595186712793504,0.09876747452201773,0.06542669898427156,0.05908313807701637,0.0,0.08354625031577279,0.07656407091619022,0.06371646663490571,0.08128611782687345,0.07348274397573507,0.07167796525398284,0.10185788787483707,0.10748264203837421,0.10555973995588508,0.11972225142118909,0.08727827564371005,0.10138489110292415,0.05689458426511007,0.07597811652817865,0.08289065109363314,0.13737590556828072,0.12238939160561724,0.1343170429942543,0.11857013142078221,0.12453966592520127,0.160360131344488,0.08774274231421986,0.10537923029451213,0.06782508799249942,0.12481162251217748,0.09785838293861049,0.09985193651315738,0.09213243316215203,0.10319173612253163,0.11046595228568579,0.07074807823703044,0.0756298923575377,0.10051031729010229,0.06439508653443482,0.08124492432475505,0.11220431807508358,0.07882910423974654,0.08680180855103992,0.12542181616349302,0.07498674390452742,0.06668743207708083,0.08382204809748006,0.06374595111584325,0.16175795535270754,0.09664085666377886,0.1184332789243554,0.0827730840438573,0.11177609109003894,0.06335208295539518,0.14250787418428923,0.07022170210385148,0.06945664207736901,0.07736952971484667,0.09770756968616023,0.0754108382938612,0.06506101724585178,0.09469485443090553,0.07936467274928238,0.10220311856268749,0.09881661532358021,0.06354970580157093,0.06266276069261456,0.08563792654745572,0.09781930871634381,0.0808019153627445,0.0922479339140726,0.15471450227441108,0.16762936719999055,0.13210870040673217,0.09030089853227152,0.0774311212855383,0.06401605333294902,0.09363871131678492,0.07125010914291252,0.09155969778221607,0.06609980875618604,0.06627321883005577,0.07464169865366388,0.05123716670085776,0.04885663262538087,0.04546740081346434,0.10689822412825545,0.11192213596282263,0.09128371456352158,0.06501137311532434,0.0531493664200956,0.08123538756542215,0.05870066104577132,0.08641207298630271,0.08821497084718632,0.1035980020701126,0.09103048711223527,0.10934064117540343,0.07396530399797907,0.06076415085542619,0.07123172439019843
104_kit.jpg,0.08908906782204151,0.1169493061901622,0.08183773988128651,0.10888642652117675,0.09615482632077754,0.06932975019624532,0.08646486954560939,0.08551606795597999,0.08354625031577279,0.0,0.03472058566722547,0.044769548449280494,0.09201507804036124,0.06763199510700668,0.07074407809631023,0.07718944390944393,0.10133688941428187,0.10565643209912134,0.15080570251583947,0.11422203143994059,0.11799427010306485,0.0712398571266295,0.07193614652192282,0.05641522965364176,0.11503424544312457,0.08071497190682642,0.1057404615452433,0.12435515612310821,0.09324235300251094,0.12710362367184735,0.05599492347704316,0.053441774057641056,0.06778370905339404,0.1394225206121159,0.14505869239585445,0.09217876591791097,0.06415929015992938,0.06254061070015926,0.0686291957502505,0.0663252736414145,0.06870382089203031,0.06508080602146749,0.09413817259584656,0.07187153497744236,0.13705729833356783,0.08250340568272163,0.07568880833741654,0.12059459999016664,0.0841073561475223,0.11062773281136884,0.05669582230601378,0.0784820191820258,0.12152427507913388,0.06127288398383923,0.09884156984383452,0.06054748098158269,0.119517767406493,0.0763866342106021,0.07807938250119106,0.08207112557496066,0.046129092965177754,0.06681395308423033,0.06340797896148509,0.04187228096395024,0.05249546262183746,0.0457528678094955,0.10712194060760594,0.08050246111969195,0.10176707673318941,0.10438759276087917,0.09828774903657544,0.14079186679732736,0.04775585217938261,0.07237285062637433,0.06452571364629722,0.17210571010286135,0.21675816834033257,0.1837701204429124,0.05946174742253185,0.0924377684067933,0.07313542049903099,0.08776700806852233,0.08131994683150712,0.07126449375490607,0.08266325236554017,0.0683837301614213,0.10945267160656669,0.07201490425941348,0.06731479189519574,0.06728790353207659,0.16720344493178452,0.15744278368256248,0.12247567278658167,0.053536611831006886,0.07976010387862109,0.05037700399102785,0.10226484258836965,0.0845049330477109,0.08703352531183084,0.11777405043546962,0.06000250816770447,0.07703762399906411,0.08243177402373258,0.1023180365126487,0.09209950485145546
