37.7502 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
38.9417 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

38.9422 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff4dcd723a0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff4dcd72340>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff4dcd72190>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff4d9530f40>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
38.9423 	EXP 	window1: mouseVisible = True
38.9423 	EXP 	window1: backgroundImage = ''
38.9424 	EXP 	window1: backgroundFit = 'none'
38.9456 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
38.9457 	EXP 	window1: recordFrameIntervals = False
39.0251 	EXP 	window1: recordFrameIntervals = True
39.8636 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

39.8641 	EXP 	window1: mouseVisible = False
39.8641 	EXP 	image_similarity_rating: status = STARTED
39.8645 	EXP 	window1: mouseVisible = True
39.9032 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
39.9034 	EXP 	window1: mouseVisible = True
39.9049 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
39.9050 	EXP 	window1: mouseVisible = True
39.9063 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
39.9064 	EXP 	window1: mouseVisible = True
39.9195 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
39.9196 	EXP 	window1: mouseVisible = True
39.9314 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
39.9413 	EXP 	window1: mouseVisible = True
39.9415 	EXP 	window1: mouseVisible = True
39.9429 	EXP 	window1: mouseVisible = True
39.9430 	EXP 	window1: mouseVisible = True
39.9434 	EXP 	window1: mouseVisible = True
39.9437 	EXP 	window1: mouseVisible = True
39.9543 	EXP 	window1: mouseVisible = True
39.9544 	EXP 	window1: mouseVisible = True
39.9547 	EXP 	window1: mouseVisible = True
39.9550 	EXP 	window1: mouseVisible = True
39.9625 	EXP 	window1: mouseVisible = True
39.9625 	EXP 	window1: mouseVisible = True
39.9628 	EXP 	window1: mouseVisible = True
39.9631 	EXP 	window1: mouseVisible = True
39.9690 	EXP 	window1: mouseVisible = True
39.9691 	EXP 	window1: mouseVisible = True
39.9694 	EXP 	window1: mouseVisible = True
39.9697 	EXP 	window1: mouseVisible = True
39.9730 	EXP 	window1: mouseVisible = True
39.9731 	EXP 	window1: mouseVisible = True
39.9734 	EXP 	window1: mouseVisible = True
39.9737 	EXP 	window1: mouseVisible = True
39.9794 	EXP 	window1: mouseVisible = True
39.9795 	EXP 	window1: mouseVisible = True
39.9797 	EXP 	window1: mouseVisible = True
39.9800 	EXP 	window1: mouseVisible = True
39.9834 	EXP 	window1: mouseVisible = True
39.9835 	EXP 	window1: mouseVisible = True
39.9838 	EXP 	window1: mouseVisible = True
39.9841 	EXP 	window1: mouseVisible = True
39.9898 	EXP 	window1: mouseVisible = True
39.9899 	EXP 	window1: mouseVisible = True
39.9902 	EXP 	window1: mouseVisible = True
39.9905 	EXP 	window1: mouseVisible = True
39.9938 	EXP 	window1: mouseVisible = True
39.9939 	EXP 	window1: mouseVisible = True
39.9941 	EXP 	window1: mouseVisible = True
39.9944 	EXP 	window1: mouseVisible = True
40.0002 	EXP 	window1: mouseVisible = True
40.0003 	EXP 	window1: mouseVisible = True
40.0005 	EXP 	window1: mouseVisible = True
40.0008 	EXP 	window1: mouseVisible = True
40.0041 	EXP 	window1: mouseVisible = True
40.0042 	EXP 	window1: mouseVisible = True
40.0045 	EXP 	window1: mouseVisible = True
40.0048 	EXP 	window1: mouseVisible = True
40.0105 	EXP 	window1: mouseVisible = True
40.0106 	EXP 	window1: mouseVisible = True
40.0109 	EXP 	window1: mouseVisible = True
40.0111 	EXP 	window1: mouseVisible = True
40.0146 	EXP 	window1: mouseVisible = True
40.0147 	EXP 	window1: mouseVisible = True
40.0150 	EXP 	window1: mouseVisible = True
40.0153 	EXP 	window1: mouseVisible = True
40.0216 	EXP 	window1: mouseVisible = True
40.0217 	EXP 	window1: mouseVisible = True
40.0220 	EXP 	window1: mouseVisible = True
40.0222 	EXP 	window1: mouseVisible = True
40.0257 	EXP 	window1: mouseVisible = True
40.0269 	EXP 	window1: mouseVisible = True
