,101_bat.jpg,101_bat.jpg,101_bat.jpg,102_bat.jpg,102_bat.jpg,102_bat.jpg,103_bat.jpg,103_bat.jpg,103_bat.jpg,104_bat.jpg,104_bat.jpg,104_bat.jpg,105_bat.jpg,105_bat.jpg,105_bat.jpg,106_bat.jpg,106_bat.jpg,106_bat.jpg,109_bat.jpg,109_bat.jpg,109_bat.jpg,111_bat.jpg,111_bat.jpg,111_bat.jpg,112_bat.jpg,112_bat.jpg,112_bat.jpg,113_bat.jpg,113_bat.jpg,113_bat.jpg,114_bat.jpg,114_bat.jpg,114_bat.jpg,116_bat.jpg,116_bat.jpg,116_bat.jpg,117_bat.jpg,117_bat.jpg,117_bat.jpg,118_bat.jpg,118_bat.jpg,118_bat.jpg,119_bat.jpg,119_bat.jpg,119_bat.jpg,120_bat.jpg,120_bat.jpg,120_bat.jpg,121_bat.jpg,121_bat.jpg,121_bat.jpg,122_bat.jpg,122_bat.jpg,122_bat.jpg,123_bat.jpg,123_bat.jpg,123_bat.jpg,124_bat.jpg,124_bat.jpg,124_bat.jpg,125_bat.jpg,125_bat.jpg,125_bat.jpg,126_bat.jpg,126_bat.jpg,126_bat.jpg,127_bat.jpg,127_bat.jpg,127_bat.jpg,129_bat.jpg,129_bat.jpg,129_bat.jpg,130_bat.jpg,130_bat.jpg,130_bat.jpg,131_bat.jpg,131_bat.jpg,131_bat.jpg,132_bat.jpg,132_bat.jpg,132_bat.jpg,134_bat.jpg,134_bat.jpg,134_bat.jpg,135_bat.jpg,135_bat.jpg,135_bat.jpg,136_bat.jpg,136_bat.jpg,136_bat.jpg,137_bat.jpg,137_bat.jpg,137_bat.jpg,138_bat.jpg,138_bat.jpg,138_bat.jpg,139_bat.jpg,139_bat.jpg,139_bat.jpg,140_bat.jpg,140_bat.jpg,140_bat.jpg,141_bat.jpg,141_bat.jpg,141_bat.jpg
101_bat.jpg,0.0,0.029726317259584634,0.03966563380030963,0.1046866231479614,0.10528953177478673,0.11776231492329048,0.1411826355109922,0.10446555576842553,0.14320138202477695,0.10088148266513852,0.1113388571656243,0.06468736171698974,0.11111286246043306,0.12413406225257395,0.11147306056223649,0.11295435770561679,0.15531089411569243,0.10606558556550016,0.11735757960808246,0.1362287128935291,0.11789771041481933,0.07963575513331955,0.062327940967035866,0.10507736537062806,0.09876898450891203,0.12069473596316183,0.10026988499092104,0.11286881827260042,0.1237005105769019,0.12781991377074142,0.09743556011718779,0.08802865965721918,0.08095453000306874,0.1329331797420582,0.1515843524243714,0.11842554355289636,0.10640064371006219,0.07094959525993383,0.11773929424590102,0.0996455981285912,0.07056767453964996,0.10860127741712344,0.08637638961179883,0.12080364045654379,0.10212250645532639,0.11179572091966561,0.09619379457905153,0.1241338503245889,0.10279405325835045,0.06238100243632416,0.08778881015999718,0.10981178357744614,0.09138424790148902,0.1086067610537399,0.08509385442751471,0.08602440371942088,0.13570848267192026,0.1114899883100523,0.09952980597569094,0.09936953543690219,0.10474516825386604,0.09803701173911494,0.08628698249305311,0.14679544223436525,0.1559327438061926,0.13857433183344836,0.11796234845029785,0.11000148561517609,0.15356696521668367,0.11673886170088321,0.12392078322649347,0.10805325813845845,0.09230396237515326,0.09238942233517522,0.10280555035154615,0.11929206410228155,0.13548004506940015,0.12893330393185753,0.09006594986970673,0.09799563280000945,0.08974813736493825,0.10593268022779712,0.11833229523941935,0.09937878079525542,0.11187556478808058,0.09587497541635359,0.1029887356037319,0.11974829207236748,0.1123702311964776,0.11640449232227301,0.11785222537100104,0.13947457542347452,0.15404981663990713,0.12244883740545898,0.0963470979853277,0.11209345324783881,0.11509943978956394,0.1729583493692176,0.09568111429191484,0.11545816178287127,0.06680407194192162,0.09622677587174466,0.08466430289256277,0.1035548482341313,0.09233498333398327
101_bat.jpg,0.029726317259584634,0.0,0.031130048760390827,0.09526698051788429,0.10190059136384988,0.11063573309280916,0.12346071406167614,0.09941790799951855,0.14354698358660134,0.09229993574343476,0.10305798307288794,0.06072073210946338,0.10086500526429132,0.12539315290349806,0.11485789486846054,0.11309579314472307,0.14595069728545673,0.11615266889388853,0.1018812072506895,0.12175032276632147,0.09713022487254652,0.08172062317847895,0.06360284674385375,0.10425246217933182,0.10481428326803122,0.1250594722908398,0.10181454860186878,0.11095720135532172,0.1231870090688223,0.13195142335073407,0.09136435316188074,0.09098394242849128,0.07401327919562328,0.13906332916824204,0.15064453128311384,0.12161778830259251,0.09496135387226345,0.06051460565288236,0.10317253014887506,0.10415584950909007,0.0747269996676968,0.11172228787280247,0.08217936779338897,0.11975976267456512,0.11439684553671192,0.10888971140494685,0.09661418022864487,0.11914522449955312,0.10597037691816025,0.07273172417827034,0.08937281290319299,0.11118735514722211,0.09703933425790445,0.09825998647051737,0.08475095494750129,0.07222810381249967,0.11737530793136253,0.10633995283330777,0.10985695072928658,0.09377813344003194,0.1017498840753922,0.10552217572051292,0.08503133567188792,0.14324400604079535,0.15612673738562255,0.14315592347195694,0.1285850532702184,0.11649095894022432,0.15662715234061753,0.10950414361596617,0.12512954098093831,0.11501694682133456,0.08415570221914026,0.08632144728164215,0.08825269402854752,0.13287680689800163,0.14925532446052225,0.14315658574691048,0.09126472051785017,0.10126621143122605,0.09935406469398456,0.10921888854792028,0.11364272629246397,0.11012731785637386,0.10200883358227819,0.09382401584882238,0.0854622912297418,0.1116671601056588,0.10366581902536876,0.10311650168779452,0.1284892088389229,0.14465587027803262,0.15893515406316805,0.13629377478497795,0.09892088389228637,0.10361585700286369,0.12029064227742903,0.1672199753146283,0.09159731499958468,0.10123733029096582,0.05866410346832873,0.0921733882452872,0.08239227594549559,0.10583596159356279,0.0913689361045602
101_bat.jpg,0.03966563380030963,0.031130048760390827,0.0,0.0624603164847759,0.0907050187090026,0.08717072219123367,0.0971141978186677,0.06449946106713378,0.10876202479387886,0.0583111109180211,0.057037503200112694,0.041521566639483476,0.08174939240246648,0.0931279913635108,0.10323547276047218,0.0732192380171679,0.11936324541430232,0.0850838673212132,0.09123356108549696,0.08749110432282226,0.08137963105033208,0.0719802805248354,0.04465081579558605,0.08128585291689194,0.08309979752400298,0.08852372343058856,0.06631147183137986,0.09232592341261703,0.10521872133673993,0.09867186850970544,0.07938456748889078,0.0779425564957622,0.07233374991310948,0.09977754979036069,0.11346301136103543,0.08342894817597823,0.08930732715577383,0.05609288718819039,0.08409154102162864,0.08446691846537013,0.06120705385344427,0.09019488155768773,0.050256363985466845,0.08677796665270776,0.09634680658434813,0.08442360568340002,0.08277671331060332,0.10244511383075938,0.0981928317902151,0.0719896583381795,0.06542956001207145,0.0815657038213159,0.08379457693240189,0.07027078992341773,0.0956280793136246,0.056901286487641256,0.1265390740103387,0.08218543423196456,0.1021554877480193,0.07380588117113107,0.06608791429801808,0.08023863726914682,0.055422611953077405,0.11199337025683975,0.1395409353738325,0.12652892795804838,0.08949318799877248,0.08974514388214772,0.10836304387078843,0.0750537131478427,0.09049534245866975,0.08698735150206083,0.05307013184463827,0.06066494206736606,0.05832327028617057,0.08267962380239491,0.11024065369929203,0.10783203181293377,0.06797627211892376,0.07019237656890298,0.06912002096391623,0.06972714165944705,0.07609380271708632,0.0787568367968019,0.07826579965515079,0.07552562378883154,0.05245614998058745,0.07656973998979355,0.067368409675445,0.06876790261654764,0.1037595706678105,0.12048034431515897,0.12478224399523252,0.11143038356422186,0.07470119743550185,0.07497246525652623,0.0928689623836304,0.1509858677942365,0.06583179932793393,0.07518481097285223,0.03728886144656973,0.06614653887691735,0.05875608021389467,0.06909906658438225,0.06419378143951648
102_bat.jpg,0.1046866231479614,0.09526698051788429,0.0624603164847759,0.0,0.07160304871122347,0.05202832036051486,0.11838183340595398,0.09095869650725741,0.14313030667674886,0.04695410212046669,0.041529328501940466,0.05916157792252941,0.09922754368683484,0.07132751583949748,0.09998147749409558,0.05912303352022563,0.11340396292616595,0.08470729778255515,0.0872248505008657,0.0716785480559422,0.07161438685843036,0.09509918653562177,0.060715327945841446,0.08723385023981778,0.07106766563867462,0.06240444696968417,0.06035322249217134,0.10211466511987488,0.11730213979448068,0.08847852978774995,0.09204188693048587,0.08428874001183406,0.08605317294340842,0.08991606380219153,0.09584498760645144,0.07274714193919196,0.06959934908438636,0.06695819656914015,0.07437270905848026,0.11708131083392814,0.09706733524294575,0.10983573143977088,0.059450197347339806,0.07217329393733363,0.07213021957434684,0.0701764819700148,0.08350685820152826,0.08200932207628386,0.10070187369770267,0.09987922224124879,0.09149235766492658,0.08338245647423048,0.11707015812370836,0.06273497515356297,0.09332884611146053,0.04059811693508053,0.113047976893068,0.08318631712395075,0.10814367191513397,0.08680180855103992,0.06538256498135875,0.06399086039371127,0.06515778886208234,0.10826862995339281,0.14936761219043682,0.14703341087071886,0.09806466834118033,0.09940646388831909,0.08529290778759069,0.05453775963297458,0.07890052397075054,0.07957148797181535,0.06704882227380082,0.07733792595405753,0.05698036211710966,0.10816973905731053,0.11643492462751348,0.11754363173358795,0.06154910562151694,0.06207836927349397,0.06820756502374448,0.0729645800519817,0.07069676517361978,0.08531272305420445,0.07784997045723885,0.07351930155317776,0.05297600932822222,0.10435673074803797,0.09351518379242585,0.08918536260030563,0.08612377145346994,0.12918939241094363,0.10392513940622872,0.1270639931386196,0.09663012780952929,0.08142514258514855,0.10344652654270858,0.14097984692017784,0.0658583168170791,0.0944808011688516,0.06523061261598817,0.06404643850782354,0.06961725699913368,0.08847823838677027,0.05820745164227237
102_bat.jpg,0.10528953177478673,0.10190059136384988,0.0907050187090026,0.07160304871122347,0.0,0.11161934385400374,0.146208958026391,0.10944488325311164,0.13383827118474534,0.07201270550656724,0.08092297922427572,0.08090485938154335,0.09623692192403477,0.06894290215030607,0.06581781208091242,0.07312906265947583,0.07939042199948121,0.06962703217744981,0.09578244961691917,0.08125618299896753,0.08757539867892572,0.04939638671262403,0.07850774194122634,0.04175198534136504,0.08245543048507775,0.07735236354804742,0.06937989765573727,0.06161739941473976,0.09737902832714229,0.08433019842393397,0.08122375801723569,0.07856620757413668,0.10153403542249106,0.11760744854812377,0.10413955754522974,0.10419892387207685,0.11069573520361198,0.08621309909922137,0.07003358952601046,0.09439224775907362,0.08870243170408743,0.10869614168148756,0.10108352950800492,0.06000915740823942,0.08036139655455954,0.07033813004070721,0.06360642302860342,0.08644253763417165,0.07936152032050303,0.09907230643769394,0.07457123259859322,0.07882158079627277,0.11637593502627064,0.11822982805858706,0.05358228231181217,0.08697098006520598,0.08701598827105761,0.06388055187742758,0.0653550673252824,0.053558864269450224,0.06940318324310857,0.0760756298923575,0.08673971365138344,0.16487888633539216,0.07889713312298785,0.10046525610225432,0.1081043062918875,0.09650593801021667,0.11054542528012634,0.07362121242304898,0.08821142105343471,0.0800942878202443,0.08199141416153666,0.08220445476863392,0.0989281689167768,0.1506742541830346,0.10933758881198241,0.11657180946656887,0.08793996779542335,0.10423733581938999,0.11877148949769678,0.11629966744260556,0.12475699807399843,0.06741095421846888,0.06718281374242785,0.06872596736648118,0.0787886524855762,0.12290040295987092,0.11430433897118286,0.1370502782190589,0.08799740027940584,0.09729693272388507,0.07799657164098384,0.14069149240534873,0.1141112725766883,0.10893368646187074,0.08701148480137255,0.08296037540075574,0.1042906357076614,0.10823260953545999,0.09901762901751887,0.07923412511041461,0.0739633171731181,0.10209405512331671,0.11711214635577116
102_bat.jpg,0.11776231492329048,0.11063573309280916,0.08717072219123367,0.05202832036051486,0.11161934385400374,0.0,0.1416386250620949,0.09583044404846885,0.1850908556465245,0.08873218109500658,0.07441607482244672,0.08233577064644815,0.16681815985473614,0.1047880041978696,0.13753458664718055,0.09011834906404126,0.1625401550549912,0.12611169473723471,0.10794649350807939,0.10488543808905393,0.08431607872192182,0.1040542565311966,0.10169621331314638,0.11568791082239938,0.11338062435679863,0.08707281146208257,0.08607357101198143,0.12531932249166278,0.12960961911454805,0.09409448893990235,0.10754245871219004,0.09606984319872236,0.10518205779530465,0.080560185004654,0.13574016590570392,0.07523011670450297,0.05462329906599106,0.08279782663612634,0.07791206535689521,0.16505234939125812,0.12762027760870642,0.11037270397220866,0.0762017270435369,0.11339055848110369,0.08988279110851904,0.12553747586140251,0.10556559446647551,0.14036379875827165,0.11914546291853667,0.1407495606732867,0.11082085218785986,0.10517864045654379,0.12802352358249847,0.08441600276693173,0.10632819083013023,0.05364440370246659,0.18484406550778798,0.09688910380741345,0.14327923906833062,0.13352186270287858,0.10519985974605939,0.07226474086293688,0.07049500973173306,0.08296249468060768,0.18601186817909776,0.19844099416265548,0.1279168443329609,0.11014906696585247,0.08628727389403268,0.0860770943147352,0.08742548612041245,0.09728734298255581,0.08516657221742796,0.08001518569977772,0.06927340384318692,0.10552853356006808,0.11569569331932839,0.11085179367369546,0.07425066503001743,0.06298637472597723,0.0630292106699808,0.07283686694991542,0.07673507030922833,0.09890255212156873,0.11299422665782788,0.10027279900071717,0.09334331019644881,0.0994125038358965,0.0768778567892402,0.08306223328863072,0.1003216219103018,0.168066945507381,0.13545639433355428,0.14819755778428434,0.12551183257519638,0.10888308865541019,0.1321973922685281,0.18398059142318968,0.05683723125412199,0.10759862696360967,0.08524064104824669,0.07839608238403728,0.09953658767121654,0.11737030113271274,0.0759425126266694
103_bat.jpg,0.1411826355109922,0.12346071406167614,0.0971141978186677,0.11838183340595398,0.146208958026391,0.1416386250620949,0.0,0.07615518235979268,0.08643485524470906,0.10185396720711137,0.08872415432256786,0.10139108999649049,0.12031016614306322,0.14275151189424617,0.14237928687928403,0.10378383642211297,0.1447519266373133,0.11568523523158636,0.10762568751839585,0.11604434720246581,0.10864623264097872,0.12457484597074042,0.10523684117947263,0.11406364176202011,0.15900026893661312,0.14590701362951253,0.13611946401717112,0.11395275044377717,0.12158557524884583,0.10865460379639313,0.11766999379474863,0.11977420026855512,0.12387463590772141,0.11611812463230486,0.08956868734349122,0.10031891982849095,0.1419799350822195,0.10304778403860138,0.12650543044269213,0.11990310546553806,0.11621977059219457,0.13272103982889782,0.0938440695344196,0.11097012896241754,0.12684832992270556,0.12319249270543875,0.11707399931843976,0.13555385471573678,0.1286993619272222,0.12587886535452164,0.0988882204915712,0.09569984342760451,0.11407325799434742,0.09308708926237197,0.14364049681005997,0.11148076944269725,0.17281479465025962,0.11474051325567158,0.1506759231159177,0.12079081881344056,0.11273087964524953,0.12238917967763219,0.10565033916954747,0.12761807885586007,0.1559013784643868,0.1464351646595674,0.1048409597031652,0.12168552578485414,0.13284570646617722,0.10546911425122452,0.10598921201784262,0.11425384712871489,0.1157121235947054,0.11919624616198421,0.13029491474561028,0.14669506784238662,0.1473289785355163,0.149284880803224,0.09320937170981802,0.11908278521692106,0.10079448622722409,0.10297967568236577,0.11075330014258522,0.10965493037741836,0.11417249327340573,0.11400459332715063,0.09199886554949543,0.10056610733219973,0.10645418201731716,0.09876522278717514,0.11031503306924284,0.13780209274646804,0.13932450391897244,0.08966797560454576,0.06893317995398618,0.06190715795247037,0.13241912192301775,0.17577198477339828,0.11460403163321875,0.10726982069243252,0.0937467945892243,0.11935511267787124,0.09765005772918323,0.09687509006939354,0.11038637332725243
103_bat.jpg,0.10446555576842553,0.09941790799951855,0.06449946106713378,0.09095869650725741,0.10944488325311164,0.09583044404846885,0.07615518235979268,0.0,0.05984737688255637,0.07798446525483071,0.05913940495708048,0.05937896305332291,0.11069464907268789,0.10586520765551699,0.10746287975375668,0.059327252624939986,0.11378800292630176,0.07254390300140878,0.07873685648290385,0.07088972560412188,0.07222516331170536,0.0829032608087511,0.07566520485806749,0.08772221179065587,0.12435701049297843,0.0980550521088529,0.08687561247187714,0.0914539986996098,0.1035788225874541,0.07810762190521559,0.08479191003063635,0.08516302242367635,0.08195199555629396,0.08350187789387664,0.08846441008573758,0.07476342479014886,0.1022697964050232,0.0674620288628961,0.09733054980053346,0.07999613867211008,0.07732203135516913,0.1022179005396534,0.044084676674188805,0.08700616011074502,0.08900291909606772,0.07943659580925133,0.06702052988777996,0.10228245910213751,0.0785824200650026,0.08367576480571282,0.06443137920189623,0.08532779643215005,0.07425246641789152,0.06687628640287002,0.1096743217880618,0.07362113295005457,0.1452512554613843,0.0741768611091802,0.11039331396876684,0.07424149914465872,0.06330063743699377,0.08443563259655862,0.04696808936748831,0.08269803504610707,0.12113151954060808,0.10664364563606377,0.08004520000067827,0.09057206038930332,0.08691651457301597,0.05778444338386268,0.08039599379813944,0.07231565656137517,0.07736656272305409,0.08120881709428085,0.07943672826424208,0.08381950496165802,0.10280072304795729,0.08679489440052357,0.05254288150852049,0.06437479442985428,0.05834560219760854,0.049920670056949445,0.053641198291691006,0.06309398116044973,0.09096473645483472,0.0570095816880658,0.06197301457386373,0.08075870854476686,0.07317682592913477,0.06687437905100346,0.09176889719458203,0.11087354278317396,0.11053302749299365,0.09172770369246375,0.06501145258831886,0.05527826250417489,0.06531450960711938,0.13622579888373298,0.04604816296583891,0.07803786500117049,0.053415547969475674,0.08958648929424606,0.05270100627645924,0.06887762833087219,0.06524666616086527
103_bat.jpg,0.14320138202477695,0.14354698358660134,0.10876202479387886,0.14313030667674886,0.13383827118474534,0.1850908556465245,0.08643485524470906,0.05984737688255637,0.0,0.10434250508203313,0.10030268084662686,0.09843593968020925,0.11004564610908707,0.11897303301159845,0.10832394315752358,0.08736996098829652,0.11404976047899118,0.08728190491045618,0.10290512407234553,0.09830711395622083,0.112997326104611,0.11082021640390416,0.10625624127916355,0.10762881936614888,0.1490872844480462,0.12946722999950833,0.12225322787514215,0.09553175804436242,0.11519268810304106,0.10245470357208852,0.12868487135123596,0.11457973938791799,0.13253022516924562,0.13780307291339944,0.09830274294152663,0.12247834837739446,0.1743656571547736,0.11177100481839475,0.1343929926859414,0.07513231193934455,0.09226536499085336,0.13739108491021879,0.10189831313800923,0.11015010011478032,0.13204761216500538,0.09418927373127184,0.09937448925355574,0.11436553317690212,0.106292216054647,0.09979855715189145,0.09256807762667796,0.11435840709840084,0.11364937553299881,0.11640745931406538,0.14249600621711933,0.1396440118476221,0.13580551919813222,0.10287575149663541,0.12016319408534426,0.09155429361859413,0.09259769456260603,0.13498374194461737,0.09854044666789863,0.16064936006225605,0.11220569560698723,0.09214634093617913,0.09976295325038187,0.12552083951456616,0.1431988388889549,0.09098280331557096,0.11499842961362983,0.10874605072199628,0.1132578650713858,0.12159341658429734,0.12963030858410074,0.1301488433818282,0.13542512922987804,0.127360374425887,0.0989742632535523,0.12063033634666664,0.12028515864081268,0.1071615711408338,0.1168483489962242,0.09168892087117664,0.11406388018100344,0.09112129825388293,0.10419582442529363,0.13784000136481622,0.12759548203444082,0.11917963630614603,0.12091000181410372,0.09796103555642965,0.11611831006929207,0.09380327339727335,0.08163537514644226,0.07696652216003785,0.09044726129703329,0.14610347087177,0.11768191474391465,0.10393918694635917,0.09935146857616606,0.12619567120136055,0.08358365560515613,0.09074891429293186,0.11978241247798072
104_bat.jpg,0.10088148266513852,0.09229993574343476,0.0583111109180211,0.04695410212046669,0.07201270550656724,0.08873218109500658,0.10185396720711137,0.07798446525483071,0.10434250508203313,0.0,0.026024120795560712,0.03201053006579946,0.07459724675877344,0.0754185736653199,0.08688657974510994,0.05279793683867873,0.10595797913102745,0.07454866226817214,0.08281854976791325,0.07121892923809359,0.06537361102398531,0.09365267207280825,0.060957164267924524,0.07314055975267164,0.07037489954613496,0.06175366910920732,0.06099968231995023,0.08329085060263852,0.08569496166646606,0.08273597015545353,0.09710243581549027,0.09243670876686738,0.09936762808503574,0.09385193736086939,0.09237871997192382,0.07927804718534204,0.09167824499892341,0.06682992715611291,0.08864595289603838,0.09068753465022572,0.08466300483365341,0.09901596008463565,0.06360218446890009,0.06257216147895217,0.07852358355811839,0.05484256505765284,0.07259590483077127,0.06905283979261567,0.107166657412478,0.08468083327540632,0.0773324158264429,0.07958611100279234,0.10941465702422593,0.08205573430503721,0.10380301590477137,0.06162314796133761,0.11425694657549801,0.07093274698511243,0.09927753220033808,0.08032409722916889,0.06263359410365477,0.06426294943567823,0.06674385790313353,0.11519769490169085,0.13568042870488262,0.13296035950615692,0.09752584143887244,0.10344978493548063,0.09393729135689854,0.05314149859364581,0.07792448963502596,0.06699637009746995,0.057272716772658994,0.06744631970099513,0.060585522054921515,0.1048182304267552,0.12952584881347506,0.1277485205307356,0.06718729072111473,0.07951760528158447,0.07473902658085563,0.06803754579763766,0.06972491641560263,0.07874412111769136,0.07577498355438839,0.07279336873095832,0.044036913404529865,0.10154736039455903,0.09114421296728004,0.09017588751201633,0.09564174866866837,0.11775977178746844,0.1129446355092969,0.10527835257356877,0.07127440138821306,0.0630537943162609,0.10506340461460473,0.1527087363497185,0.07074413107830668,0.08017665548722253,0.0592602833816247,0.06759904030531205,0.05120792063890367,0.08114142399499524,0.07074023690157905
