70.9862 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
72.1780 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

72.1785 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8951360550>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f89513604f0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8951360370>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f895144a100>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
72.1787 	EXP 	window1: mouseVisible = True
72.1787 	EXP 	window1: backgroundImage = ''
72.1787 	EXP 	window1: backgroundFit = 'none'
72.1820 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
72.1821 	EXP 	window1: recordFrameIntervals = False
72.2599 	EXP 	window1: recordFrameIntervals = True
73.1059 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

73.1065 	EXP 	window1: mouseVisible = False
73.1066 	EXP 	image_similarity_rating: status = STARTED
73.1070 	EXP 	window1: mouseVisible = True
73.1473 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
73.1474 	EXP 	window1: mouseVisible = True
73.1488 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
73.1489 	EXP 	window1: mouseVisible = True
73.1502 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
73.1503 	EXP 	window1: mouseVisible = True
73.1637 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
73.1638 	EXP 	window1: mouseVisible = True
73.1758 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
73.1859 	EXP 	window1: mouseVisible = True
73.1862 	EXP 	window1: mouseVisible = True
73.1876 	EXP 	window1: mouseVisible = True
73.1877 	EXP 	window1: mouseVisible = True
73.1881 	EXP 	window1: mouseVisible = True
73.1884 	EXP 	window1: mouseVisible = True
73.1992 	EXP 	window1: mouseVisible = True
73.1993 	EXP 	window1: mouseVisible = True
73.1996 	EXP 	window1: mouseVisible = True
73.1999 	EXP 	window1: mouseVisible = True
73.2074 	EXP 	window1: mouseVisible = True
73.2075 	EXP 	window1: mouseVisible = True
73.2078 	EXP 	window1: mouseVisible = True
73.2080 	EXP 	window1: mouseVisible = True
73.2139 	EXP 	window1: mouseVisible = True
73.2140 	EXP 	window1: mouseVisible = True
73.2143 	EXP 	window1: mouseVisible = True
73.2145 	EXP 	window1: mouseVisible = True
73.2179 	EXP 	window1: mouseVisible = True
73.2180 	EXP 	window1: mouseVisible = True
73.2182 	EXP 	window1: mouseVisible = True
73.2185 	EXP 	window1: mouseVisible = True
73.2242 	EXP 	window1: mouseVisible = True
73.2243 	EXP 	window1: mouseVisible = True
73.2246 	EXP 	window1: mouseVisible = True
73.2248 	EXP 	window1: mouseVisible = True
73.2282 	EXP 	window1: mouseVisible = True
73.2283 	EXP 	window1: mouseVisible = True
73.2286 	EXP 	window1: mouseVisible = True
73.2289 	EXP 	window1: mouseVisible = True
73.2346 	EXP 	window1: mouseVisible = True
73.2346 	EXP 	window1: mouseVisible = True
73.2349 	EXP 	window1: mouseVisible = True
73.2352 	EXP 	window1: mouseVisible = True
73.2385 	EXP 	window1: mouseVisible = True
73.2386 	EXP 	window1: mouseVisible = True
73.2388 	EXP 	window1: mouseVisible = True
73.2391 	EXP 	window1: mouseVisible = True
73.2448 	EXP 	window1: mouseVisible = True
73.2449 	EXP 	window1: mouseVisible = True
73.2452 	EXP 	window1: mouseVisible = True
73.2454 	EXP 	window1: mouseVisible = True
73.2487 	EXP 	window1: mouseVisible = True
73.2488 	EXP 	window1: mouseVisible = True
73.2491 	EXP 	window1: mouseVisible = True
73.2494 	EXP 	window1: mouseVisible = True
73.2550 	EXP 	window1: mouseVisible = True
73.2551 	EXP 	window1: mouseVisible = True
73.2554 	EXP 	window1: mouseVisible = True
73.2556 	EXP 	window1: mouseVisible = True
73.2590 	EXP 	window1: mouseVisible = True
73.2591 	EXP 	window1: mouseVisible = True
73.2594 	EXP 	window1: mouseVisible = True
73.2596 	EXP 	window1: mouseVisible = True
73.2657 	EXP 	window1: mouseVisible = True
73.2658 	EXP 	window1: mouseVisible = True
73.2661 	EXP 	window1: mouseVisible = True
73.2663 	EXP 	window1: mouseVisible = True
73.2697 	EXP 	window1: mouseVisible = True
73.2709 	EXP 	window1: mouseVisible = True
73.3007 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
73.3009 	EXP 	window1: mouseVisible = True
73.3454 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
73.3475 	EXP 	window1: mouseVisible = True
73.3478 	EXP 	window1: mouseVisible = True
73.3491 	EXP 	window1: mouseVisible = True
73.3492 	EXP 	window1: mouseVisible = True
73.3495 	EXP 	window1: mouseVisible = True
73.3498 	EXP 	window1: mouseVisible = True
73.3546 	EXP 	window1: mouseVisible = True
73.3547 	EXP 	window1: mouseVisible = True
73.3550 	EXP 	window1: mouseVisible = True
73.3553 	EXP 	window1: mouseVisible = True
73.3587 	EXP 	window1: mouseVisible = True
73.3588 	EXP 	window1: mouseVisible = True
73.3590 	EXP 	window1: mouseVisible = True
73.3593 	EXP 	window1: mouseVisible = True
73.3627 	EXP 	window1: mouseVisible = True
73.3628 	EXP 	window1: mouseVisible = True
73.3631 	EXP 	window1: mouseVisible = True
73.3633 	EXP 	window1: mouseVisible = True
73.3667 	EXP 	window1: mouseVisible = True
73.3668 	EXP 	window1: mouseVisible = True
73.3670 	EXP 	window1: mouseVisible = True
73.3673 	EXP 	window1: mouseVisible = True
73.3707 	EXP 	window1: mouseVisible = True
73.3708 	EXP 	window1: mouseVisible = True
73.3711 	EXP 	window1: mouseVisible = True
73.3713 	EXP 	window1: mouseVisible = True
73.3746 	EXP 	window1: mouseVisible = True
73.3747 	EXP 	window1: mouseVisible = True
73.3750 	EXP 	window1: mouseVisible = True
73.3752 	EXP 	window1: mouseVisible = True
73.3787 	EXP 	window1: mouseVisible = True
73.3788 	EXP 	window1: mouseVisible = True
73.3790 	EXP 	window1: mouseVisible = True
73.3793 	EXP 	window1: mouseVisible = True
73.3826 	EXP 	window1: mouseVisible = True
73.3827 	EXP 	window1: mouseVisible = True
73.3829 	EXP 	window1: mouseVisible = True
73.3832 	EXP 	window1: mouseVisible = True
73.3866 	EXP 	window1: mouseVisible = True
73.3867 	EXP 	window1: mouseVisible = True
73.3869 	EXP 	window1: mouseVisible = True
73.3872 	EXP 	window1: mouseVisible = True
73.3905 	EXP 	window1: mouseVisible = True
73.3906 	EXP 	window1: mouseVisible = True
73.3909 	EXP 	window1: mouseVisible = True
73.3911 	EXP 	window1: mouseVisible = True
73.3945 	EXP 	window1: mouseVisible = True
73.3946 	EXP 	window1: mouseVisible = True
73.3949 	EXP 	window1: mouseVisible = True
73.3951 	EXP 	window1: mouseVisible = True
73.3984 	EXP 	window1: mouseVisible = True
73.3985 	EXP 	window1: mouseVisible = True
