12.8755 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
14.0324 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.0328 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc405ab2610>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc405ab25b0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc405ab2430>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc405f5a1c0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.0330 	EXP 	window1: mouseVisible = True
14.0330 	EXP 	window1: backgroundImage = ''
14.0330 	EXP 	window1: backgroundFit = 'none'
14.0363 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.0363 	EXP 	window1: recordFrameIntervals = False
14.1156 	EXP 	window1: recordFrameIntervals = True
14.9490 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.9499 	EXP 	window1: mouseVisible = False
14.9500 	EXP 	image_similarity_rating: status = STARTED
14.9504 	EXP 	window1: mouseVisible = True
