15.2467 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
16.4183 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.4187 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaa8f29430>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaa8f293d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaa8f29250>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fcaa8f91fa0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.4189 	EXP 	window1: mouseVisible = True
16.4189 	EXP 	window1: backgroundImage = ''
16.4189 	EXP 	window1: backgroundFit = 'none'
16.4222 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.4222 	EXP 	window1: recordFrameIntervals = False
16.5007 	EXP 	window1: recordFrameIntervals = True
17.3635 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.3641 	EXP 	window1: mouseVisible = False
17.3642 	EXP 	image_similarity_rating: status = STARTED
17.3645 	EXP 	window1: mouseVisible = True
17.3950 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
17.3952 	EXP 	window1: mouseVisible = True
17.3968 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
17.3969 	EXP 	window1: mouseVisible = True
17.3983 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
17.3984 	EXP 	window1: mouseVisible = True
17.4130 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
17.4131 	EXP 	window1: mouseVisible = True
17.4257 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
17.4362 	EXP 	window1: mouseVisible = True
17.4365 	EXP 	window1: mouseVisible = True
17.4379 	EXP 	window1: mouseVisible = True
17.4380 	EXP 	window1: mouseVisible = True
17.4384 	EXP 	window1: mouseVisible = True
17.4387 	EXP 	window1: mouseVisible = True
17.4504 	EXP 	window1: mouseVisible = True
17.4505 	EXP 	window1: mouseVisible = True
17.4508 	EXP 	window1: mouseVisible = True
17.4511 	EXP 	window1: mouseVisible = True
17.4587 	EXP 	window1: mouseVisible = True
17.4588 	EXP 	window1: mouseVisible = True
17.4591 	EXP 	window1: mouseVisible = True
17.4594 	EXP 	window1: mouseVisible = True
17.4652 	EXP 	window1: mouseVisible = True
17.4653 	EXP 	window1: mouseVisible = True
17.4656 	EXP 	window1: mouseVisible = True
17.4659 	EXP 	window1: mouseVisible = True
17.4692 	EXP 	window1: mouseVisible = True
17.4693 	EXP 	window1: mouseVisible = True
17.4696 	EXP 	window1: mouseVisible = True
17.4698 	EXP 	window1: mouseVisible = True
17.4756 	EXP 	window1: mouseVisible = True
17.4757 	EXP 	window1: mouseVisible = True
17.4759 	EXP 	window1: mouseVisible = True
17.4762 	EXP 	window1: mouseVisible = True
17.4796 	EXP 	window1: mouseVisible = True
17.4797 	EXP 	window1: mouseVisible = True
17.4800 	EXP 	window1: mouseVisible = True
17.4802 	EXP 	window1: mouseVisible = True
17.4859 	EXP 	window1: mouseVisible = True
17.4860 	EXP 	window1: mouseVisible = True
17.4863 	EXP 	window1: mouseVisible = True
17.4866 	EXP 	window1: mouseVisible = True
17.4898 	EXP 	window1: mouseVisible = True
17.4899 	EXP 	window1: mouseVisible = True
17.4902 	EXP 	window1: mouseVisible = True
17.4905 	EXP 	window1: mouseVisible = True
17.4962 	EXP 	window1: mouseVisible = True
17.4963 	EXP 	window1: mouseVisible = True
17.4965 	EXP 	window1: mouseVisible = True
17.4968 	EXP 	window1: mouseVisible = True
17.5001 	EXP 	window1: mouseVisible = True
17.5002 	EXP 	window1: mouseVisible = True
17.5005 	EXP 	window1: mouseVisible = True
17.5007 	EXP 	window1: mouseVisible = True
17.5064 	EXP 	window1: mouseVisible = True
17.5065 	EXP 	window1: mouseVisible = True
17.5068 	EXP 	window1: mouseVisible = True
17.5070 	EXP 	window1: mouseVisible = True
17.5104 	EXP 	window1: mouseVisible = True
17.5104 	EXP 	window1: mouseVisible = True
17.5107 	EXP 	window1: mouseVisible = True
17.5110 	EXP 	window1: mouseVisible = True
17.5170 	EXP 	window1: mouseVisible = True
17.5171 	EXP 	window1: mouseVisible = True
17.5174 	EXP 	window1: mouseVisible = True
17.5177 	EXP 	window1: mouseVisible = True
17.5211 	EXP 	window1: mouseVisible = True
17.5223 	EXP 	window1: mouseVisible = True
17.5522 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
17.5524 	EXP 	window1: mouseVisible = True
17.5924 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
17.5944 	EXP 	window1: mouseVisible = True
17.5947 	EXP 	window1: mouseVisible = True
17.5959 	EXP 	window1: mouseVisible = True
17.5960 	EXP 	window1: mouseVisible = True
17.5963 	EXP 	window1: mouseVisible = True
17.5966 	EXP 	window1: mouseVisible = True
17.6014 	EXP 	window1: mouseVisible = True
17.6015 	EXP 	window1: mouseVisible = True
17.6018 	EXP 	window1: mouseVisible = True
17.6021 	EXP 	window1: mouseVisible = True
17.6055 	EXP 	window1: mouseVisible = True
17.6055 	EXP 	window1: mouseVisible = True
