101_bat,102_bat,103_bat,104_bat,105_bat,106_bat,109_bat,111_bat,112_bat,113_bat,114_bat,116_bat,117_bat,118_bat,119_bat,120_bat,121_bat,122_bat,123_bat,124_bat,125_bat,126_bat,127_bat,129_bat,130_bat,131_bat,132_bat,134_bat,135_bat,136_bat,137_bat,138_bat,139_bat,140_bat,141_bat,101_kit,102_kit,103_kit,104_kit,105_kit,106_kit,109_kit,111_kit,112_kit,113_kit,114_kit,116_kit,117_kit,118_kit,119_kit,120_kit,121_kit,122_kit,123_kit,124_kit,125_kit,126_kit,127_kit,129_kit,130_kit,131_kit,132_kit,134_kit,135_kit,136_kit,137_kit,138_kit,139_kit,140_kit,141_kit
1.1462379,0.6526001,0.9027551,0.6936267,0.25751683,0.94520295,0.5413342,0.47256956,1.0602391,0.89652926,0.8117105,0.61131585,1.2450962,0.4374234,0.69765776,1.4335566,0.6587529,0.8888944,0.31772673,1.0695904,0.9149849,0.14351924,-0.2500022,1.3690878,1.1023041,0.86180896,0.61951,1.0341667,0.64220995,0.07837853,0.07589885,0.42887846,1.0663925,0.97492933,0.9361247,1.5919486,0.6545402,1.0721545,2.0433745,1.1251293,0.35088563,0.10093372,1.5888678,1.3357086,1.3103439,1.2027488,0.8287664,2.1096323,1.7959065,0.95537037,1.6648821,1.0693829,1.0015645,1.32318,0.87360734,1.7385368,1.7747526,0.8871102,2.1247349,1.5793136,0.69156843,1.7472488,1.8584074,1.952248,1.7787408,1.2030659,0.41335228,1.4026105,1.6253963,1.0937734
0.3831343,0.6280841,0.13761346,-0.62139356,-0.3826859,0.3884543,0.08485717,1.2272043,0.43137375,0.33625573,-0.11851412,0.052148316,0.31984654,0.05138367,0.36989632,0.53337926,0.7887157,0.8835966,0.36407375,0.63584447,0.67709595,1.1214899,1.5051285,0.3715958,0.8036087,1.1025753,0.66979086,0.8119123,0.2818506,1.2170637,0.52597266,0.36973724,-0.13615976,0.79045326,0.46164796,-0.27517372,-0.08101298,0.50633204,0.07434198,0.6565115,0.63600165,-0.045511488,0.3016418,0.7955335,-0.9687959,-0.38288486,0.039052337,-0.5757487,-0.24121435,0.090398975,-0.61848724,0.8535123,0.25321102,0.11156377,0.153491,-0.18405466,0.3604585,0.38227198,-0.6147164,-0.092808515,0.84575325,-0.7139681,0.4213721,-0.13531789,-0.12187782,0.5691971,1.1087347,-0.26195106,0.58986443,0.7442237
-0.6328257,-1.5111197,0.4254644,-0.29374546,-0.51111525,-0.7447955,0.5042381,0.99417824,0.13890575,0.8452042,-0.15872085,-0.17387165,-0.55429214,0.08544018,-0.4337824,-0.09045871,0.43801698,-0.244973,-0.16640434,0.32070303,0.33221444,0.77523524,0.911822,-0.19802673,-0.5088668,0.28567982,0.26877812,-0.63743156,0.45054427,0.95240957,-0.06920528,0.8856753,0.7306116,0.07793585,-0.40009817,-0.9814787,-0.25303105,-0.35411465,-0.41474193,-0.13410735,-0.48716515,0.76946497,-0.68983096,-0.5596737,-0.62937677,-1.0973912,-0.38392907,-0.90814924,-0.36163384,-0.7545496,-0.7288749,-0.34905875,-0.18644974,-0.37987337,-0.9154673,-0.42098692,-0.55799145,-0.139868,-0.6915969,-0.42280132,0.16738337,-0.7461869,-1.0208681,-1.1546714,-0.43902555,-1.0945734,-0.7461109,-1.3683356,-0.6550841,-0.71843594
0.32920623,0.21484198,-0.15316428,-0.2415905,0.00932045,0.7031427,-0.053215154,0.3651729,0.8111944,0.038501322,-0.6067356,1.0486342,-0.66149765,-0.28682452,0.6563013,-0.18732072,-0.012410352,0.548069,0.018110787,0.07537981,0.17055304,-0.106758244,0.5080318,0.22588307,-0.060168482,0.7338887,-0.3582492,0.034821857,0.56742305,-0.1854073,-0.13190608,0.22347715,-0.17787677,0.07598321,0.117471755,0.18097065,0.2199292,0.903893,-0.15160774,0.049065474,-0.19364165,0.5207648,0.26420826,0.13899697,0.19474529,-0.21443318,0.673199,0.27915612,0.37657407,-0.58999574,-0.82018775,1.0615705,0.15370658,0.7990025,0.14500754,-0.52965456,-0.8090155,-0.17226246,0.65795815,-0.69806635,0.34908727,-0.3883696,-0.25460842,0.5780096,-0.012712565,0.21634448,0.42632413,0.5646616,0.5747435,-0.03151351
-0.17733712,-0.6741135,-0.8467597,-0.69978315,-1.1591853,-1.5744393,-0.2872437,-0.91118586,-1.1103967,0.09492453,-0.10367066,-1.315556,-1.161987,-0.0853712,-0.8413149,-0.5122255,-0.21110004,-1.0372483,-0.9308444,-0.90518785,-0.53439295,-0.5441232,0.15948787,-0.7889847,-0.19885099,-0.5718136,-0.42068684,-0.101831876,-0.1725996,-0.20340444,-0.0046636253,-0.52540445,-0.24299529,-0.6784779,-0.30012223,-0.24417639,-0.45143613,-0.7816341,0.1120674,-0.9625632,-1.1070821,-0.47409144,-0.66261595,-0.6985702,-0.40180308,-0.039891478,-0.6214477,-0.5149384,-0.05840181,-0.45518413,-0.34242073,-0.96458,-0.7421238,-0.94182026,0.13967595,-0.6354403,-0.2196852,0.3449549,-1.141914,0.03543495,-0.43281755,-0.4854445,-0.35719195,-0.52516234,-0.61780113,-0.04687212,-1.0870842,-0.7011044,-0.8777461,-0.11148824
0.39690334,0.13939661,0.23055243,0.04491934,-0.37269264,0.47206426,0.4564777,-0.7686824,-0.6593018,-0.56662214,0.07476246,0.49559623,-0.008508628,0.4438569,0.096184306,0.20632239,0.10361127,-0.25176653,-0.26429114,0.3895714,-0.70566195,-0.23696396,-1.0094553,0.06784466,-0.22862494,0.27701744,-0.7250596,0.8449338,0.3676099,-0.701301,0.49890482,-0.16039753,-0.0054390235,-0.2669457,-0.6925819,0.11878105,0.21436878,1.4362183,0.86083853,0.6843002,0.60037273,0.52778524,1.4679654,0.5823809,1.4001572,1.2583064,0.6440563,0.4319293,0.15331571,0.30670258,0.7911844,0.43224975,0.7274,0.55323845,1.8937459,0.74122906,0.7171178,-0.21125212,0.90698063,0.40119562,0.1290596,1.1834882,1.8001094,1.5561439,0.25277513,0.30680633,0.046011154,0.29317853,0.8225337,0.5033663
-1.0878217,-0.31694588,-1.854587,-1.7767067,-0.053647324,-1.643983,-1.3874052,-2.5473807,-1.0267105,-1.4646791,-1.7421527,-1.5709656,-0.97414154,-1.5100883,-1.8070734,-0.67309654,-2.2735162,-1.9590188,-1.3716308,-2.474141,-2.560665,-2.239366,-2.0697615,-0.88530195,-1.5882634,-1.8203112,-1.9233427,-0.972584,-2.3880084,-2.3565056,-1.0499464,-1.1777439,-0.1425229,-1.7301655,-1.9668443,-1.1019919,-1.4701731,-2.1704216,-1.2541969,-2.4282682,-0.09785531,-0.306687,-1.3791456,-0.86863124,-1.0351312,-1.267644,-1.7760603,-1.2720162,-0.7499206,-1.1298158,-0.63089293,-3.2820477,-1.7285466,-1.7100471,-1.2616407,-1.4020604,-1.1577222,-0.97288865,-2.1305838,-1.120698,-2.0956573,-0.8094045,-1.4190264,-3.0014791,-1.1638328,0.0033289378,-0.8920729,-1.5288081,-1.4921573,-1.2641835
0.74596506,0.3987044,-0.055665623,0.15347493,0.21499102,-0.07821643,-0.9283695,-0.4767545,-0.5469018,-0.4134928,-0.7038374,-0.59898114,-0.017525714,-0.09976281,-0.067408495,-0.7332888,0.2464625,-0.555453,-1.2257726,0.13317321,0.87579304,-0.046322025,-0.8138214,-0.23649897,-0.7279219,0.36583206,0.00044296248,-0.9385871,-0.17042325,-0.57411414,0.14124362,-1.1088073,-0.4073801,-0.54690903,-0.2820132,-0.5362405,0.6801501,-0.34106126,0.12336784,0.07926399,0.3708881,0.03388417,0.90741247,0.4197225,-0.6459518,-0.3563907,1.408512,-0.1803557,0.26461175,-0.35172483,-0.5561842,0.5781561,-0.13708985,0.8861883,-1.1297991,-0.0764693,-0.45565468,-0.2800995,-0.22776186,0.17028299,0.45158145,-0.35592377,-0.8834995,-0.80123496,-0.22894314,-0.22971974,-0.4132919,-0.03211863,0.2692666,-1.4112924
-0.6948583,-0.0839223,-0.30646446,0.5140752,0.082192995,-1.2783248,0.23665787,-1.3073373,-0.5466785,-0.24444528,-0.90896,-1.038884,-0.12645446,-0.40692687,-0.54818165,-0.41399246,-0.78644735,-0.86697465,0.26169878,-0.39011958,-0.54404885,-0.7277158,-1.9726235,-0.5695096,0.24893202,0.08879326,-1.6292177,-1.3487232,-1.5879204,-1.3853648,-0.43454027,-0.9157661,-0.14610663,-1.3289478,-0.56120265,-0.3924236,0.14231592,-1.0123256,-0.42591938,-0.61643624,-0.49593616,0.2054987,-1.022354,-0.57484365,-0.50420725,-0.68981457,-0.90170676,-0.7461976,0.031095896,0.026509667,-0.9837202,-0.43074378,-0.2586912,-0.12026731,-0.19071707,-0.97005916,-0.66145325,0.18118896,0.8200415,-1.0071577,-0.38740674,-0.113795325,-1.8770367,-0.76013166,-1.4521984,-0.8959992,0.24371868,0.18170063,0.21847913,-0.39578003
-1.0711119,-0.48076648,-1.4315561,-1.1579007,-1.0203774,-0.91504484,-0.34856632,-1.4672549,-1.0595164,-0.9200905,-0.9825345,-1.3658024,-0.88166016,-1.1019925,-0.68454057,-1.2204975,-2.0273435,-1.1293069,-0.47515517,-1.6080347,-1.2910271,-1.2137297,-1.77999,-1.1885203,-0.7252789,-0.5168028,-1.3500453,-1.5426413,-1.7504542,-1.3168637,0.035783447,-1.7077748,-1.6004703,-1.774198,-1.0630434,-0.8677756,-1.4329709,-1.9933932,-2.02583,-1.054035,-0.82714117,0.30669662,-1.5290718,-1.5201193,-1.2122,-1.3132313,-1.1838108,-0.7116367,-1.5580738,-0.2877253,-0.23621018,-1.3308488,-2.1210043,-1.5712694,-1.046717,-1.3278534,-1.8342972,-0.89795595,-0.5886844,-1.5889747,-0.82310206,-1.341224,-1.3865668,-0.90370417,-0.60609037,-1.5990372,-0.8932603,-0.26520386,-1.2719481,-1.0307407
