201_bed_copy,202_bed_copy,203_bed_copy,204_bed_copy,205_bed_copy,206_bed_copy,207_bed_copy,208_bed_copy,209_bed_copy,210_bed_copy,211_bed_copy,212_bed_copy,213_bed_copy,214_bed_copy,215_bed_copy,216_bed_copy,217_bed_copy,218_bed_copy,219_bed_copy,220_bed_copy,221_bed_copy,222_bed_copy,224_bed_copy,225_bed_copy,226_bed_copy,227_bed_copy,228_bed_copy,229_bed_copy,230_bed_copy,231_bed_copy,232_bed_copy,233_bed_copy,234_bed_copy,235_bed_copy,236_bed_copy,237_bed_copy,238_bed_copy,240_bed_copy,241_bed_copy,242_bed_copy,243_bed_copy,244_bed_copy,201_liv_copy,202_liv_copy,203_liv_copy,204_liv_copy,205_liv_copy,206_liv_copy,207_liv_copy,208_liv_copy,209_liv_copy,210_liv_copy,211_liv_copy,212_liv_copy,213_liv_copy,214_liv_copy,215_liv_copy,216_liv_copy,217_liv_copy,218_liv_copy,219_liv_copy,220_liv_copy,221_liv_copy,222_liv_copy,224_liv_copy,225_liv_copy,226_liv_copy,227_liv_copy,228_liv_copy,229_liv_copy,230_liv_copy,231_liv_copy,232_liv_copy,233_liv_copy,234_liv_copy,235_liv_copy,236_liv_copy,237_liv_copy,238_liv_copy,240_liv_copy,241_liv_copy,242_liv_copy,243_liv_copy,244_liv_copy
-0.42386925,-0.09440465,-0.15881911,-0.31998882,-0.17083763,-0.48349375,-0.18811476,-0.420382,-0.1349902,-0.16190496,-0.34782895,-0.29786065,-0.20529658,-0.3736208,-0.17529252,-0.3117205,-0.09558731,-0.100686714,-0.4841941,-0.16277209,-0.070477545,-0.06965985,-0.4856882,-0.40468064,0.042870626,-0.24643144,-0.16275588,-0.10592163,0.010527849,-0.22384544,-0.22612683,-0.033736758,-0.11060363,0.050813645,-0.23586139,-0.23049575,-0.35951805,-0.3985273,-0.5268109,-0.5542674,-0.34428248,-0.16808015,-0.43501836,-0.17012073,-0.2622549,-0.39962962,-0.014896244,-0.468471,-0.097963944,-0.19584537,-0.40090215,-0.24377139,-0.2376641,-0.30661887,-0.14183955,-0.09992006,-0.16380501,-0.26468393,-0.38568068,-0.37731114,-0.28092498,-0.2598645,-0.10017648,-0.216705,-0.552997,-0.35012123,0.026832655,-0.28364408,-0.096128166,-0.2574318,-0.14430232,-0.3462661,-0.11524458,-0.06034128,-0.001076676,-0.17028531,-0.40166867,-0.25156838,-0.46220183,-0.40506276,-0.43147984,-0.5650387,-0.15331535,-0.23496185
-0.11960587,-0.26052794,-0.21801643,0.10370222,-0.25353596,-0.03738614,-0.062059127,-0.04505167,-0.1313807,-0.272435,-0.12559497,-0.25043103,-0.33062428,-0.24843135,-0.07776298,-0.009595692,-0.23682237,-0.20698053,0.016785117,-0.18896642,-0.263087,-0.14479677,-0.1997036,-0.12784384,-0.033816654,-0.06623032,-0.18260254,-0.22063898,-0.20600449,0.020824037,-0.13341148,-0.24848448,-0.36208573,-0.17331767,-0.027089998,-0.250187,-0.12804896,-0.21940929,0.055664998,0.07089943,-0.12903288,-0.29322183,-0.01301095,-0.15949988,-0.1464428,0.13568336,-0.33159953,0.15658855,-0.13596681,-0.039582685,-0.065178394,-0.21245982,-0.006076392,-0.038811773,-0.04946272,0.18967685,-0.18977594,-0.24104398,-0.10245671,-0.008355059,-0.13246614,-0.013348937,-0.16701567,-0.10896943,-0.12821896,0.015501238,-0.06975025,-0.024044573,0.02544276,-0.037520096,-0.037139297,-0.097351894,0.0021231025,-0.407221,-0.4585961,0.12518883,0.11607985,-0.39863932,-0.04837659,0.060700513,0.01926899,-0.005568087,-0.14701596,-0.1307457
0.46240819,0.5541124,0.4855851,0.2664641,0.15287966,0.3257387,0.39122182,-0.15264353,0.49354303,0.28998208,0.2500931,0.029940557,0.13589787,-0.010234848,0.46829614,0.47247523,0.34817925,0.5912404,0.25086343,0.67060864,0.23833913,0.41446382,0.51022494,0.27758682,0.7882218,0.051145054,0.43289813,0.19274604,-0.0060188416,0.07213317,0.16506961,0.51762795,0.19331495,0.18639177,0.4176848,0.05961669,0.17922449,0.054339018,0.014112006,0.3093,0.16431205,0.44620323,0.023406498,-0.0038827881,-0.11952904,0.012504071,-0.107388735,0.19091204,0.38004544,-0.07149473,0.15988167,-0.074402705,0.09896967,-0.14482385,0.45437747,-0.01193957,0.5139758,0.62344563,0.24093895,0.073556304,0.2328682,-0.015325531,0.09666404,-0.07438782,-0.060882002,0.20948555,0.6387435,0.021373872,0.30906948,0.41882655,-0.15227664,-0.16879985,0.20032704,0.5006262,0.7333987,0.2932305,0.2486549,0.33962834,0.27649796,0.2027861,-0.0006170124,0.5190992,0.4780901,-0.06305672
-0.52329236,-0.63176596,-0.45691377,-0.41357586,-0.615551,-0.32034868,-0.4734419,-0.5627049,-0.50441265,-0.7348379,-0.460976,-0.6923001,-0.6176771,-0.3180033,-0.2395366,-0.18954882,-0.52662,-0.45554414,-0.3719152,-0.5039468,-0.6035352,-0.60628015,-0.46072367,-0.33035216,-0.5309784,-0.5967858,-0.49496946,-0.33151177,-0.71925396,-0.46948686,-0.66682583,-0.63630515,-0.7420318,-0.4366478,-0.2688528,-0.6087427,-0.17320678,-0.69860494,-0.21310343,-0.53369755,-0.35834765,-0.5804341,-0.27647534,-0.61910135,-0.5435107,-0.35925055,-0.77919436,-0.2987128,-0.49015424,-0.40826917,-0.3613245,-0.5670171,-0.6078482,-0.5389798,-0.5665746,-0.43505985,-0.61505395,-0.44455686,-0.2718761,-0.55173695,-0.3664451,-0.503279,-0.6848891,-0.7076906,-0.13519643,-0.4785689,-0.5027897,-0.08634524,-0.51333725,-0.3041095,-0.42214084,-0.62777174,-0.6064719,-0.55372816,-0.42212236,-0.435852,-0.5203993,-0.564355,-0.49069113,-0.4688572,-0.44940946,-0.29859644,-0.34505004,-0.61126876
0.346749,0.411563,0.5442471,0.42281276,0.17947984,0.27728057,0.64396334,0.33754966,0.1317177,0.33658096,0.57580245,0.5818835,0.4673985,0.45332256,0.41796362,0.17270422,0.33121505,0.22227211,0.32451904,0.14133997,0.43989602,0.3988972,0.49560982,0.36366796,0.47095403,0.38902804,-0.054212958,0.1958579,0.39146176,0.50437194,0.4566478,0.19651431,0.43041497,0.4150082,0.27964747,0.5435426,0.23385483,0.46628448,-0.01278244,0.28814626,0.4518358,0.3168918,0.17794986,0.42637545,0.40554622,0.19463792,0.35266173,0.29306462,0.16581321,0.23259592,0.28162634,0.43866712,0.71277845,0.57994545,0.3438428,0.26126906,0.29793265,0.44003743,-0.0016672164,0.33857355,0.22413826,0.3969377,0.37268692,0.41131637,0.2804131,0.4772458,0.35164583,0.13692987,0.45961273,0.27071828,0.32499337,0.53186846,0.2910083,0.23532894,0.3578087,0.6023665,0.14544216,0.48134285,0.44220117,0.3829599,0.050564468,0.47717983,0.008673355,0.51087147
-0.1096908,0.109507546,-0.0035503171,0.08598563,0.035342097,-0.10475494,-0.11751416,-0.023442976,0.121615514,0.2005977,0.059237197,0.09663801,0.23531857,-0.035409935,0.0048468895,0.035152815,0.09965497,-0.09739521,0.029976167,0.18194973,0.06437293,0.37373346,-0.09628528,-0.10097085,-0.1171039,-0.06442543,0.011484541,-0.00073421746,-0.026649147,0.049940832,0.07628772,0.23980375,0.16952734,0.035912372,-0.09349597,0.10479754,-0.07920886,0.13108063,-0.01265271,-0.11527475,0.02921246,0.1936355,-0.06287721,0.03854111,0.07347794,-0.010855965,-0.022272304,-0.13146874,-0.12647486,-0.065154284,-0.06563417,-0.028770208,0.024534933,-0.039537057,0.067292556,-0.11711259,-0.077176556,-0.05283257,-0.04766489,0.0023402646,0.055239007,0.017058372,-0.117577344,-0.028662592,0.043759905,0.0030632243,-0.085347,-0.060519516,-0.26130703,0.031450137,-0.06169855,-0.13197236,-0.17709865,-0.15012184,0.030555144,-0.11873744,-0.025408484,-0.06871221,-0.11044601,-0.15676679,0.11986026,-0.028067429,-0.05437252,0.07827325
-0.71713847,-1.2025858,-1.3547157,-0.7954283,-1.3812612,-0.95765305,-0.8742697,-1.1253831,-1.1961477,-1.3943675,-1.0866667,-1.1995193,-1.4396391,-1.2659028,-1.0166109,-0.72445166,-1.226407,-0.8989264,-1.1027915,-1.2634976,-1.5621355,-0.9934129,-1.0174149,-1.1055714,-0.869156,-1.0832658,-1.2194965,-1.1811893,-1.4409848,-0.93288773,-1.2554789,-1.3138413,-1.3181964,-1.660485,-0.7534735,-1.3366804,-0.9382354,-1.2057793,-1.0828116,-0.8291305,-1.2773142,-1.6051729,-0.84413046,-1.109426,-1.4468617,-0.82472026,-1.5154957,-0.8792013,-1.3136679,-0.8427001,-0.38902578,-1.2162035,-1.2548527,-1.1730057,-0.95673573,-0.95310956,-1.2376336,-1.1690397,-0.903103,-1.1604804,-0.9449003,-1.3110075,-1.4216223,-1.5743346,-0.88490987,-1.1210272,-1.0881008,-0.57459307,-0.89272237,-1.3298558,-1.3555651,-1.1644253,-1.1690804,-1.4762646,-1.071135,-1.1461769,-0.78026795,-1.1362491,-1.1236839,-0.6482489,-1.0158583,-0.9213675,-1.1948771,-1.2143606
0.059612855,-0.020916373,-0.08166507,-0.26959056,-0.26010942,0.009689689,-0.015501142,0.08087843,-0.04596302,0.0135483,0.024167523,-0.05065602,-0.059520572,-0.023349613,0.23314297,-0.07322724,0.123304784,-0.07058588,-0.057589248,-0.05282387,-0.0594818,-0.004738003,0.09299146,-0.0553509,0.17641062,-0.08048029,0.0068308413,0.18477619,-0.0040338635,-0.001059711,-0.063408084,0.04878232,0.04462251,-0.07631656,-0.15767163,-0.020127669,-0.16763398,0.012093395,0.048768632,0.009004861,-0.012087256,-0.0005735159,0.0355717,-0.05973412,0.07335614,-0.043516234,0.03187327,-0.062275663,-0.06552537,0.17703427,-0.03942284,-0.08326556,-0.017520752,0.0022797287,0.21744204,0.095789105,0.17047718,0.10333243,0.27519497,0.05495807,0.038059674,0.038366623,0.17902017,-0.0129264,-0.23865804,-0.08656175,0.212879,-0.029927403,0.1393832,0.031552136,0.033096157,-1.6003847e-05,0.16972412,0.27880734,0.030936107,0.099008486,-0.098834485,0.05617167,-0.09101321,0.026031919,-0.10717987,-0.041479558,0.1611115,0.07352804
-0.02865944,-0.029239595,0.061093114,0.055682566,-0.01914415,0.17157868,0.280366,0.07808564,0.14812216,-0.033296674,0.05172658,-0.00040572137,0.03227707,0.10434954,-0.045097105,0.14154017,-0.04452911,0.0652614,0.30448663,0.12001204,-0.052324355,0.018801019,0.077455975,-0.08107392,0.03409548,0.05862429,0.12651022,0.19892979,-0.036053695,-0.03959302,0.09109809,-0.016655177,0.06747416,-0.0005054027,0.10995721,0.012487039,0.016659968,-0.007856205,0.11813143,-0.019777626,0.09935902,0.02175352,-0.017194062,0.036784247,-0.15061626,0.15501998,0.17251942,0.23202077,0.054652274,-0.001246348,0.039210994,0.11251181,0.059672426,-0.081744015,-0.06582156,0.26258355,-0.002145879,0.015979037,-0.0787504,-0.04410711,-0.05874978,0.10573256,0.07817025,0.070470065,-0.030625835,-0.09262808,-0.006562099,0.053375065,0.114446744,0.18392916,-0.02196689,-0.010838941,0.14974388,0.09417467,-0.014476985,-0.10496828,0.064836636,0.13447848,0.10581392,0.12387116,0.10503367,0.018069237,0.096511915,-0.057361074
-0.016918361,0.23911594,-0.03184247,0.04676205,0.117509216,-0.23685457,-0.13217346,-0.13877186,0.08546978,0.14334361,-0.009998739,0.13040607,0.24613781,-0.08027783,-0.1121138,-0.13753465,-0.0174765,0.09564313,0.0015423596,0.075134456,0.24123389,0.15433635,-0.053479373,-0.06541826,-0.13265719,0.062037557,-0.07534781,0.027844936,0.032005295,-0.14171317,0.051896393,0.20575741,0.14903444,0.0047119856,-0.04852116,0.1414838,0.086790234,0.052220285,0.042908132,-0.06730917,0.027846724,0.26202333,-0.15986171,0.04438603,-0.11736916,0.18897888,0.111886606,-0.1635294,0.08683881,-0.14799681,-0.050918132,0.03067255,-0.111190856,0.021168634,0.11923428,-0.17654881,0.00984025,0.014562175,-0.20501441,-0.088980705,-0.15399432,-0.054781735,0.06520136,0.09590636,-0.20033833,-0.0018543303,-0.1169039,-0.04191871,0.16589823,-0.19458532,-0.08253807,-0.081923485,-0.088901386,0.20455854,0.17102265,0.0032907724,-0.0016336441,0.1308572,-0.20279582,0.16699423,-0.23033217,0.07142067,-0.06548099,0.037725285
