201_bed,202_bed,203_bed,204_bed,205_bed,206_bed,207_bed,208_bed,209_bed,210_bed,211_bed,212_bed,213_bed,214_bed,215_bed,216_bed,217_bed,218_bed,219_bed,220_bed,221_bed,222_bed,224_bed,225_bed,226_bed,227_bed,228_bed,229_bed,230_bed,231_bed,232_bed,233_bed,234_bed,235_bed,236_bed,237_bed,238_bed,240_bed,241_bed,242_bed,243_bed,244_bed,201_liv,202_liv,203_liv,204_liv,205_liv,206_liv,207_liv,208_liv,209_liv,210_liv,211_liv,212_liv,213_liv,214_liv,215_liv,216_liv,217_liv,218_liv,219_liv,220_liv,221_liv,222_liv,224_liv,225_liv,226_liv,227_liv,228_liv,229_liv,230_liv,231_liv,232_liv,233_liv,234_liv,235_liv,236_liv,237_liv,238_liv,240_liv,241_liv,242_liv,243_liv,244_liv
-0.33671618,-0.13608772,-0.18671024,-0.16064568,-0.10034766,-0.3573894,-0.21976867,-0.04823704,-0.19161321,-0.008375086,-0.2796075,-0.037024364,-0.39063612,-0.3293698,-0.46209335,-0.18344513,-0.24502742,-0.2868423,-0.20459054,-0.2972173,-0.2995429,-0.06311655,0.0050313547,-0.19454035,-0.031751752,-0.20432846,-0.13296367,-0.31023857,-0.14985183,-0.22806802,-0.2027398,0.021828342,0.11832276,-0.12922277,-0.1853773,-0.20770507,-0.18100773,-0.23905656,-0.2397623,-0.40919062,-0.2738997,0.08755109,-0.19794333,-0.22102475,-0.45525324,-0.1153522,-0.14822492,-0.5988591,-0.0733739,-0.2151281,-0.13547271,-0.19112161,-0.19712153,-0.33575258,-0.18095937,-0.21791789,-0.4985881,-0.14591935,-0.4286581,-0.3855746,-0.28335193,-0.25378218,-0.2953562,-0.02383992,-0.061783038,-0.3730691,-0.24521232,-0.46390626,-0.285226,-0.23988822,-0.23815912,-0.39269212,-0.16910419,0.07506852,-0.18260488,-0.18996848,-0.050262094,-0.04293081,-0.15142348,-0.33666515,-0.21590024,-0.24799398,-0.16582108,-0.10468426
-0.10640639,-0.08928009,-0.23722252,-0.39263013,-0.35719708,-0.18775235,-0.23796111,-0.43740076,-0.2617741,-0.38847512,-0.11560246,-0.19978346,-0.33357972,-0.16945556,-0.23955812,-0.37394854,-0.39149264,-0.13946393,-0.22687796,-0.12917177,-0.2717439,-0.24662957,-0.028641365,0.08512754,0.011629872,-0.3861831,-0.24690886,-0.25166103,-0.29811418,-0.29642218,-0.24347991,-0.63856864,-0.26686844,-0.29392198,-0.43597305,-0.22602084,-0.19276586,-0.33996475,-0.11444649,0.009842813,-0.3545999,-0.5759101,-0.2667609,-0.2202256,0.10425482,-0.13506684,-0.37753665,-0.2902722,-0.26114452,-0.30410463,-0.111074105,-0.2884414,-0.15731022,-0.2884163,-0.24682805,0.10805535,0.0876268,-0.21330337,-0.5559044,-0.019522049,-0.1748313,-0.16635713,-0.16309062,-0.1344662,-0.2207655,-0.055777345,-0.23924342,0.12308487,-0.12105706,-0.46001416,-0.12007574,-0.0758847,-0.1764892,0.047208764,-0.23312771,-0.19564766,-0.31148535,-0.12213878,-0.317182,-0.17285001,-0.10925019,0.032067113,-0.25157028,-0.22586687
0.5588547,0.46910754,-0.12722306,0.11694077,0.19385436,0.43433195,0.03878714,-0.38027123,0.20186126,0.49986422,0.08096655,0.123229526,0.30538797,-0.18998253,-0.01034794,-0.2913066,0.6563749,0.3899015,-0.044447586,-0.45032108,0.31944522,0.117158845,0.64069235,-0.21314088,0.02121815,-0.085374266,0.7082357,0.62877226,0.20277041,-0.15696353,0.30514467,-0.089093685,0.40835375,0.53441095,0.47336954,0.38184524,-0.14489877,0.48344427,-0.011839196,0.24746753,-0.19990677,0.25034782,0.25124338,0.6391488,0.28477606,0.13960686,0.38461626,0.24839152,0.7217604,0.09367636,0.39829916,0.26686394,0.20398466,-0.07998844,0.23916031,-0.42511016,0.5618125,0.09885879,0.1028742,0.5603613,0.45012325,0.29523063,0.008162893,0.445868,0.33915532,0.052313183,0.18565097,-0.15185136,0.041567285,0.42553198,0.16509572,0.29708892,0.06705905,0.894629,0.30725604,0.1573719,0.4546891,-0.27444673,0.08371462,0.19774255,0.04715603,0.015990369,-0.016274221,0.018234216
-0.18872008,-0.29544458,-0.5960288,-0.2759644,-0.36947727,-0.41584283,-0.447973,-0.41202307,-0.36909524,-0.40091446,-0.38197273,-0.45247367,-0.49332878,-0.46623456,-0.111890286,-0.64058185,-0.38744318,-0.36723357,-0.45570293,-0.4823237,-0.7534284,-0.52257496,-0.2247505,-0.33877248,-0.59996927,-0.5896627,-0.22855815,-0.28368893,-0.5445803,-0.21463223,-0.42970866,-0.4041896,-0.3375235,-0.25119722,-0.27945614,-0.4555101,-0.4217376,-0.46859133,-0.19931747,-0.4964689,-0.14581938,-0.5775293,-0.5523778,-0.07269505,-0.10372692,-0.2768855,-0.11307425,-0.19077235,-0.34739894,-0.23625492,-0.49694392,-0.31127524,-0.30717206,-0.25949052,-0.57167196,-0.08167994,0.16570465,-0.5885222,-0.0010174513,-0.47878575,-0.21962193,-0.47879133,-0.44019002,-0.42834148,-0.45775878,-0.21932644,-0.56880206,-0.20139743,-0.38517615,-0.11244647,-0.19249862,-0.14801633,-0.6192327,-0.6621116,-0.45719725,-0.3128943,-0.56731695,-0.7620131,-0.5417386,-0.3067842,-0.20279583,-0.36982375,-0.24190003,-0.46853864
0.17720819,0.39727968,0.57226557,0.6661305,0.37503055,0.20275225,0.54742473,0.4641397,0.46769357,0.46183124,0.38682824,0.7707689,0.44350985,0.69382465,0.5188597,0.4913532,0.41950792,0.23409621,0.297387,0.5571248,0.61180943,0.6625527,0.24190849,0.34989712,0.5608775,0.45381337,0.36920628,0.26041502,0.34157234,0.31022877,0.44192475,0.13132091,0.33378252,0.45361823,0.1398875,0.21691172,0.39395303,0.38275993,0.41946602,0.41226375,0.30095327,0.39164573,0.19795586,0.36152953,0.299806,0.27824602,0.4397192,0.44437626,0.25466678,0.5280722,0.21617904,0.43409103,0.33104467,0.5972298,0.4741603,0.36712405,0.036701888,0.33757192,0.21513557,0.22559994,0.22121638,0.5697389,0.4461191,0.4725838,0.17873979,0.36646348,0.41379327,0.119068004,0.33898768,0.2970244,0.3259442,0.26691204,0.5623054,0.6274968,0.6238784,0.28931418,0.4142965,0.44130424,0.48669755,0.3116766,0.11668358,0.5539254,0.34721816,0.51397735
0.12974274,-0.0509473,-0.059345014,0.04747336,0.009999707,0.09233003,-0.02383877,-0.13644162,-0.031351544,0.07185565,-0.18307687,-0.035730004,-0.041988123,0.08413345,0.23354286,-0.07280661,-0.16477565,0.2624545,0.026047125,-0.07741842,0.14775656,0.11945246,0.043803725,-0.10463427,-0.0023608357,-0.072224095,-0.16757414,0.021281827,-0.12758674,-0.090250015,0.03389702,0.119012006,0.14615642,0.032696843,-0.01820711,-0.07819781,-0.18472207,-0.08525819,-0.114418626,-0.070016846,-0.059392765,0.17673196,0.17583285,0.08222217,0.074069284,-0.07523015,0.071761444,0.036631044,0.12620643,0.065087244,-0.026557721,0.18120772,-0.27436128,0.114114836,-0.097178586,0.14623886,0.20386481,0.050727963,-0.121922396,0.09657603,-0.025272444,-0.050539445,0.059967145,-9.5918775e-05,-0.062168762,-0.078796044,0.12006521,-0.05323688,0.029046305,-0.08977991,0.017680466,-0.05975227,0.08877961,-0.05897385,0.2032041,-0.22393663,-0.17989424,-0.039953485,-0.09626649,0.026584074,-0.09335237,-0.068114266,0.06818703,0.0728575
-0.8772273,-0.7714069,-1.4416707,-1.262542,-1.76811,-1.1198494,-1.0818278,-1.5276372,-1.2975003,-1.4486594,-1.4001887,-0.81938696,-1.1316395,-1.26681,-0.92452943,-1.5234181,-1.5338159,-1.0652292,-1.5320394,-1.0934649,-1.3702087,-0.8192842,-0.79892653,-1.060416,-1.2934504,-1.4027845,-1.1033835,-1.252674,-1.4925523,-1.0578408,-0.87042177,-1.2339684,-0.9792056,-1.4931167,-0.9194579,-1.3303232,-1.4049976,-1.1958243,-0.8897705,-1.0213833,-1.3941431,-1.343833,-1.0805472,-1.3897381,-0.85315925,-1.1222143,-1.5049185,-1.1311083,-1.3878229,-1.2240376,-1.202775,-1.4958072,-0.99972427,-1.1705427,-0.9236355,-0.7056883,-0.46467495,-1.4384556,-1.3357677,-0.8956045,-1.2563694,-1.3309448,-1.2572193,-1.3828156,-1.5469155,-1.3133435,-1.1081913,-1.0840802,-1.2506938,-0.93639994,-1.6120831,-0.7717128,-1.2251787,-0.58463657,-1.4582214,-1.2605652,-0.86837757,-1.04165,-1.2888834,-1.1014282,-0.98669195,-0.6920374,-1.2312108,-1.0023308
0.12437791,0.08322657,-0.18249264,-0.044959962,-0.06046067,0.13092239,-0.11794557,-0.10006288,0.30886894,0.10775776,-0.06902479,0.043944478,0.0946725,-0.22857961,0.110906936,-0.21047193,0.12663895,-0.13106115,-0.17028487,-0.08428888,0.097451836,0.08175846,0.17695782,-0.28430882,-0.113764204,-0.024420321,0.18258491,0.12476516,-0.05419019,-0.093784474,0.2675395,0.058837816,0.16469607,-0.21510522,0.048137546,-0.08550151,-0.13940606,-0.026798815,0.17832538,0.5011171,0.06642515,0.10560305,0.1542123,0.06530774,-0.03314504,0.07932812,0.09418918,-0.04459233,-0.115285024,-0.16323958,0.1060078,-0.039564885,0.045708865,-0.0036119744,0.14825611,-0.118138775,0.2960176,-0.025459185,-0.053613305,0.019139796,-0.042202055,0.24081907,-0.14395025,-0.04994589,0.0967677,0.120113075,-0.1699972,-0.08567787,0.1091651,0.14363757,0.067678005,-0.06683619,-0.022804871,0.25476325,0.039838552,0.07268055,0.41625398,-0.17376804,0.041406535,-0.053590715,0.18045098,0.012458507,0.16762474,0.11753944
0.14243555,0.037272453,0.15183724,0.035057627,-0.08941534,-0.0012449026,0.118842766,0.049734846,0.20778313,0.007897705,0.0868923,-0.09766852,0.04733043,0.03416451,0.12180678,0.02004449,-0.059894055,-0.009071961,0.092565835,0.088170476,0.21516418,-0.14581235,0.061565503,-0.2924066,-0.08797395,0.1954428,0.032925785,-0.07862142,0.07315838,-0.037142783,-0.012684554,0.11957006,-0.22604777,0.106108986,0.13180746,0.12559447,0.01921694,0.06905198,0.08999315,-0.037311755,-0.011446536,-0.14179185,0.02543208,-0.003101632,-0.04037094,0.18080772,0.01688838,0.40499684,0.09688482,0.037336037,0.21878895,0.02153325,0.15612906,0.03321728,-0.04393427,-0.16698173,-0.12805036,-0.06454483,0.08725628,0.048618823,0.21857694,0.0017238259,0.0634567,0.16247836,0.23698711,-0.013547331,-0.0314893,0.12204018,-0.030871198,0.12657462,0.078021914,0.056729257,0.21592054,0.09067987,-0.0730827,0.034852654,0.058615357,0.17806363,-0.005776316,0.26077986,0.0834367,-0.021811754,0.0006432533,-0.01965046
-0.17095561,-0.14970171,-0.13130416,-0.193724,0.058278576,0.24412051,-0.13147576,0.015768528,-0.056112483,0.24776833,-0.23071969,0.050360084,0.04538226,0.0030173808,0.12192021,-0.051483095,-0.14351583,-0.2585007,-0.03242433,0.024791121,0.107723996,0.039576873,-0.021023542,-0.2576089,-0.2279737,-0.07932064,-0.27537546,-0.049727887,0.14051569,-0.2678883,0.095099956,0.19277978,0.25844198,0.044339836,-0.018323302,-0.15240018,-0.092233926,0.05925721,-0.082165316,-0.027712405,-0.2740284,0.18627262,-0.057127535,-0.15960516,-0.29937446,-0.07465872,0.23035331,-0.17113969,0.10651237,0.0061552525,0.26705122,-0.061137557,-0.06643209,0.05017495,0.14205372,-0.21442622,0.3281417,0.07016003,-0.07089779,-0.035522908,-0.12328713,-0.035532326,-0.108287275,0.039921537,0.05755265,-0.19973224,0.017220378,-0.15365157,-0.24866578,-0.23613638,0.04578343,-0.4542361,0.0008960664,0.1778552,0.03770408,0.00060388446,0.09624803,-0.13750276,-0.07160701,-0.2237933,-0.14418939,-0.2022242,-0.20272759,0.16101648
