,101_bat_copy.jpg,101_bat_copy.jpg,101_bat_copy.jpg,102_bat_copy.jpg,102_bat_copy.jpg,102_bat_copy.jpg,103_bat_copy.jpg,103_bat_copy.jpg,103_bat_copy.jpg,104_bat_copy.jpg,104_bat_copy.jpg,104_bat_copy.jpg,105_bat_copy.jpg,105_bat_copy.jpg,105_bat_copy.jpg,106_bat_copy.jpg,106_bat_copy.jpg,106_bat_copy.jpg,109_bat_copy.jpg,109_bat_copy.jpg,109_bat_copy.jpg,111_bat_copy.jpg,111_bat_copy.jpg,111_bat_copy.jpg,112_bat_copy.jpg,112_bat_copy.jpg,112_bat_copy.jpg,113_bat_copy.jpg,113_bat_copy.jpg,113_bat_copy.jpg,114_bat_copy.jpg,114_bat_copy.jpg,114_bat_copy.jpg,116_bat_copy.jpg,116_bat_copy.jpg,116_bat_copy.jpg,117_bat_copy.jpg,117_bat_copy.jpg,117_bat_copy.jpg,118_bat_copy.jpg,118_bat_copy.jpg,118_bat_copy.jpg,119_bat_copy.jpg,119_bat_copy.jpg,119_bat_copy.jpg,120_bat_copy.jpg,120_bat_copy.jpg,120_bat_copy.jpg,121_bat_copy.jpg,121_bat_copy.jpg,121_bat_copy.jpg,122_bat_copy.jpg,122_bat_copy.jpg,122_bat_copy.jpg,123_bat_copy.jpg,123_bat_copy.jpg,123_bat_copy.jpg,124_bat_copy.jpg,124_bat_copy.jpg,124_bat_copy.jpg,125_bat_copy.jpg,125_bat_copy.jpg,125_bat_copy.jpg,126_bat_copy.jpg,126_bat_copy.jpg,126_bat_copy.jpg,127_bat_copy.jpg,127_bat_copy.jpg,127_bat_copy.jpg,129_bat_copy.jpg,129_bat_copy.jpg,129_bat_copy.jpg,130_bat_copy.jpg,130_bat_copy.jpg,130_bat_copy.jpg,131_bat_copy.jpg,131_bat_copy.jpg,131_bat_copy.jpg,132_bat_copy.jpg,132_bat_copy.jpg,132_bat_copy.jpg,134_bat_copy.jpg,134_bat_copy.jpg,134_bat_copy.jpg,135_bat_copy.jpg,135_bat_copy.jpg,135_bat_copy.jpg,136_bat_copy.jpg,136_bat_copy.jpg,136_bat_copy.jpg,137_bat_copy.jpg,137_bat_copy.jpg,137_bat_copy.jpg,138_bat_copy.jpg,138_bat_copy.jpg,138_bat_copy.jpg,139_bat_copy.jpg,139_bat_copy.jpg,139_bat_copy.jpg,140_bat_copy.jpg,140_bat_copy.jpg,140_bat_copy.jpg,141_bat_copy.jpg,141_bat_copy.jpg,141_bat_copy.jpg
101_bat_copy.jpg,0.0,0.07819488325311152,0.05651759087048147,0.04058664633288289,0.05691251867085556,0.07053421640899038,0.046242474437246384,0.0902382473216542,0.07277167260347595,0.05615368402893761,0.05334961187508802,0.04481180159132481,0.09465408478475745,0.0720550116306079,0.05737399185857461,0.05919339361130371,0.07023023220525482,0.06342040323961595,0.072444747195345,0.033868900076802655,0.05555988830547476,0.05455338932188136,0.03250797802900196,0.04773924232354454,0.04577705409080357,0.04465772994610251,0.029616353126276862,0.07554745237130467,0.07286741107077888,0.03520388743741776,0.05037907028888333,0.04434275889455619,0.06966536465176831,0.04647490645498731,0.056448104982342096,0.04320477817073942,0.05329077536820381,0.036561312673463076,0.03842580210503821,0.03698882440155782,0.024077456287733834,0.07071356046644506,0.04659234104977261,0.034406243483214416,0.07080487493705734,0.046006360170763094,0.050088146147234,0.06734197165929434,0.03455207642801317,0.04740913799563595,0.05662328995308752,0.07441302835765995,0.062262031363646386,0.049453395340636086,0.050520479236991545,0.05507030816872183,0.037993416033284544,0.0569720439436916,0.0436901197477888,0.07139856469652761,0.04856962915145735,0.07216033983923997,0.051460326869247286,0.050477060491028736,0.055029406067583,0.06525715659613152,0.06367821363358162,0.05558359774881616,0.0788846823538587,0.04744498031612887,0.06547478014590813,0.030372220776402448,0.05256486903698232,0.05865109638823862,0.05707506743548485,0.057510976809992176,0.10170079625582584,0.09769837730980313,0.07602121738216383,0.04279379682548845,0.04841523961425709,0.051540938976608275,0.07735466826488613,0.06359945589609095,0.04914668256409127,0.07736126452342484,0.04810534791793464,0.03665903796562697,0.03889519610120329,0.03355259755892859,0.05607468787246339,0.05276341906809323,0.05581849342938483,0.056982905252931926,0.0647512315135218,0.0819052389445647,0.03130944579984163,0.049784214925494674,0.06323954919526709,0.04975533973751456,0.06811325707034133,0.06456243016972896,0.0699359966888371,0.0733024197513491,0.06654814240882434
101_bat_copy.jpg,0.07819488325311152,0.0,0.059524054250173486,0.0567912958633352,0.07100962386173482,0.0757361742421031,0.09173663115883912,0.10897252226515419,0.0995202162343618,0.10279786796208357,0.09594268640761727,0.06404066347022752,0.1540639363419195,0.13920632757623885,0.11622599597675909,0.09445248828885955,0.11460615091307058,0.06563785873050054,0.07225674058149645,0.08680255029898809,0.07656603125005301,0.06030964480021972,0.09562333742495632,0.11958166369402345,0.06768256642246906,0.08507989367149127,0.07441382308760425,0.07565654230167362,0.07722337887807018,0.08677449633195045,0.06615408881138918,0.061410710431155646,0.060379210161353614,0.12127634582747704,0.045439293864430574,0.04994469739226859,0.09523426413517277,0.10498968016676191,0.12508869186179594,0.09884869592233603,0.0903825967705566,0.09151182854856454,0.11693301422630176,0.0671896219289515,0.05610221201953802,0.11645863992248529,0.0940994427565558,0.13088068369663441,0.07868139043407951,0.09456337960710248,0.07974018264801475,0.17108797893605365,0.15086419463974787,0.12654816042270312,0.10768582799416082,0.10821782021894699,0.10672057549468228,0.08699312653965674,0.07075078031884152,0.07289848501160512,0.07646944507080944,0.1341768526320607,0.11006021615806783,0.11822760281474276,0.1108177792320747,0.16331732146762679,0.09787001248679694,0.06346888176622478,0.10755949242399832,0.07123116807923724,0.07798541893076405,0.12087341774566263,0.04544350593313584,0.080509534216197,0.10969209724781837,0.10470694174354012,0.09288745310033686,0.0973776772862367,0.08277999819437365,0.1209276448188693,0.08030523563848813,0.11293086019026044,0.10712874879412992,0.09170076234734836,0.12022552740398407,0.12005662079979929,0.10109017874853987,0.0681285423762722,0.10922373640058125,0.09990947496113245,0.10976802044850742,0.11715130005103236,0.0762379137470055,0.07711632875455854,0.13424056348260416,0.13505831410440072,0.11366068718920752,0.10301106751516975,0.07596651347099037,0.07907401351761467,0.08334213717505079,0.16055031022018462,0.1669450782268579,0.11898837129952533,0.09204986072092813
101_bat_copy.jpg,0.05651759087048147,0.059524054250173486,0.0,0.06991774439111398,0.07343823909884828,0.06685602078928765,0.06689565132251551,0.06388301554025522,0.08598909121889109,0.04988978155310997,0.040153041675214496,0.05363788691692262,0.12239712697707616,0.10703089104697516,0.07756545713714114,0.07447438150936803,0.06625870176307125,0.07052965995730931,0.0704355109498952,0.042127018402130734,0.07307088842754528,0.05917071731688994,0.05730410860546309,0.08275891135984859,0.058407670606266615,0.05654760517138202,0.04185993615881367,0.0818318588796978,0.05950977560217219,0.07253415431409083,0.07611624059251676,0.07716118514819004,0.06018850146569399,0.10709955571417185,0.06480593542469526,0.03805063658928198,0.04404994697561815,0.05654082347585632,0.06717987324163344,0.06541236735427403,0.06264127649311746,0.08253198946972229,0.06312690947114641,0.028326373971513608,0.06159530592228524,0.07608882240943471,0.0646818780803734,0.08644529269797874,0.0708806127007594,0.06094352140387871,0.0447175731109164,0.12215942325070417,0.11281806152015106,0.059994878760238346,0.03885265155817941,0.05430376464634312,0.06307061610008424,0.07500828108602065,0.056845363990553066,0.06658493840525026,0.0686308911741319,0.08999921904537478,0.0732482191691406,0.08176772417318412,0.06948331851250289,0.11387449603525124,0.05883377831145964,0.05768054568913061,0.060965138058366675,0.07620387281438668,0.0672887777350154,0.07185601125252827,0.048071333476314204,0.06477393429893374,0.07093984657261576,0.05306422435205138,0.06860384386502383,0.08952004987089346,0.06755821767716752,0.08403885042631432,0.06878438001739495,0.07638353476381887,0.11099770609148862,0.08524707836079637,0.09678663662658116,0.09749270120019049,0.09735727921766368,0.04762141036378709,0.061533316986621456,0.07581615056550861,0.07150402536015033,0.06937348683418598,0.05827805015233389,0.05884919607238115,0.07298105745282912,0.07880528883241233,0.0625494851845384,0.05187607659416471,0.07615475850382236,0.06082293438031405,0.07739374248715303,0.11154381801828683,0.11437059295754837,0.09208035185979513,0.08963223924804564
102_bat_copy.jpg,0.04058664633288289,0.0567912958633352,0.06991774439111398,0.0,0.03647900514222069,0.056707372381205934,0.058526482732955576,0.10874504406406671,0.06929774907048392,0.07172135750894759,0.08207801323447883,0.060920182834511394,0.09691148870084765,0.07736648325005979,0.0649263635022711,0.056970322028812026,0.09287746599403546,0.0508360664979155,0.0642171464998822,0.06255107464442711,0.043393764951519365,0.04898876972413757,0.060315340364821335,0.07191898035512345,0.0595603998996308,0.05934500159369849,0.047694446045678185,0.06278348017116997,0.05452864672961211,0.05036259288803602,0.0519142501224944,0.03100924339145783,0.05154440929736548,0.06607604633084851,0.0365922276683005,0.04267127595905884,0.07674916352024252,0.05429587032889516,0.06785957927208675,0.048980557514712086,0.049542881932376326,0.06594549869198052,0.07030883099675656,0.06426981060419834,0.06716355478677505,0.06902324934768556,0.06975975207816598,0.0882840063883571,0.03456603718403661,0.08169206588247657,0.07215347867071986,0.0977104307139599,0.08120778394535311,0.07181391705647278,0.0735387194548196,0.07954918255137566,0.06528611125710604,0.040856059784036836,0.02815669912838259,0.05156184037414624,0.03770837289322393,0.09897564078545595,0.06261372585504466,0.06854566963309339,0.07006977622947907,0.08856136713895524,0.09546953068971531,0.037334876310350706,0.10583678281450548,0.04745192095764317,0.05463620018208848,0.0656878207530055,0.04932494049062186,0.046915213335187,0.08564269492712229,0.078094508861133,0.0890574375702542,0.08725133429859477,0.06908611248628826,0.06776980127936683,0.04249309750552288,0.07051323553845812,0.055166338037004325,0.06099695374714109,0.043474403549878526,0.08772589403939834,0.038060332294603705,0.05616287640529449,0.08009333414431097,0.048331051222146426,0.06737725766882618,0.06389636700332124,0.0527026487183444,0.05113509688499773,0.08780240004204654,0.1078823912004111,0.055233042370338215,0.08318668799792484,0.05068339887559492,0.03898357007102127,0.04012284193732696,0.08985410135752603,0.09267353829030067,0.0864025362269698,0.04460858914454002
102_bat_copy.jpg,0.05691251867085556,0.07100962386173482,0.07343823909884828,0.03647900514222069,0.0,0.031666756382847216,0.0624156526619003,0.10484278758203724,0.047158135788194055,0.08679158302575518,0.080720508525439,0.059725597764074934,0.1269779503766385,0.10068566120683664,0.09163379310403308,0.036135204968270274,0.09455540581666022,0.036181802634010496,0.035032146296431255,0.06399117828568901,0.06733617013070026,0.031754335622720675,0.06553703399155353,0.09124413701229017,0.06480344527086945,0.08570272352892316,0.052466666906851644,0.04869588524862545,0.047474570761058765,0.05710126703265217,0.0344428275516554,0.036225572625611546,0.07387825457806829,0.08237235471488902,0.048517786268083785,0.03579196110528082,0.07290828668091953,0.08285478228214227,0.08105951382872478,0.05727322010162372,0.05634293571969906,0.03551894487837881,0.06601983243278065,0.0696193762789854,0.05037059316947623,0.0780807865240929,0.09206000677321846,0.10727940310059136,0.04787039925536973,0.07122393603674326,0.07182552011366128,0.1093303361771244,0.09969815626891454,0.08393619780849504,0.07933028743368764,0.0761456191094616,0.06663871513148856,0.027798673288427334,0.034162764719246286,0.024310656544420883,0.027300377613283855,0.07907753682036811,0.07755401302594167,0.09143113696820915,0.10215593809498791,0.11581464375753414,0.08839283140874465,0.061247320170627395,0.09064186416942033,0.034992939619173935,0.06495062925657358,0.0726065807030245,0.04896143101405004,0.03294907963914595,0.065514940499099,0.06817272936118124,0.05592792774272959,0.04635259751654308,0.04171227533514299,0.058409551467135,0.0385313952236519,0.07489564136190019,0.0811005218938563,0.04055506906309181,0.054626292548781485,0.11087648328396826,0.05542247949808665,0.06815352338752467,0.08994160112440519,0.07376177365921643,0.10265346553118482,0.08670800392660172,0.07174474906031125,0.036366021035123985,0.07227290009036613,0.09738469740074562,0.06532264234355045,0.06986661676469041,0.030855707983581615,0.04796899875047267,0.024086330772112974,0.10404895833156724,0.10273709761233452,0.09657677493926153,0.025578727643716936
102_bat_copy.jpg,0.07053421640899038,0.0757361742421031,0.06685602078928765,0.056707372381205934,0.031666756382847216,0.0,0.06846643505763594,0.09329210309703084,0.05575491503383234,0.07840331442653126,0.06155594029903888,0.050199938159413926,0.12327996598131985,0.09721857235136644,0.09241175424661296,0.04676829425946438,0.09535448028476345,0.04885824857626775,0.03517477383045431,0.05753810359209455,0.05946810526208701,0.042565100038486126,0.07088400354852231,0.10189775682704805,0.06250050332896473,0.0822900736746448,0.05164992294298465,0.03989382725834689,0.03227673810617748,0.06495976865093434,0.04583750654857466,0.0495403854838945,0.06248188015726752,0.10135270454017564,0.05794889950035853,0.03684381267770165,0.07248755664835049,0.08986835351452893,0.08306419362249351,0.06733738871661499,0.05652439905700524,0.04868229536657609,0.07069342730785333,0.07323415244912457,0.04531603125005301,0.09334105846160623,0.09997366264964236,0.12144644452657838,0.054868844127814675,0.05807451981357126,0.06526468003960495,0.11466379532503823,0.1130305723072853,0.08200903067530418,0.0749586634464916,0.05646153591840264,0.07931868437649947,0.045914966227156406,0.04469359875759338,0.03274568175537407,0.038145580326640505,0.07366637957488942,0.0803561778279247,0.09838751413559654,0.10792626029334218,0.13022153468074327,0.0712296051103466,0.06959296475383292,0.0646985409182077,0.037291219145404564,0.06730395707695358,0.07345201441788474,0.04609216451376086,0.04502187520662981,0.06443733967647924,0.07921470720877288,0.06456346331865659,0.04461298665023228,0.04662619654540434,0.06867857497079621,0.050330936145250416,0.07394466751042261,0.083898156735156,0.05050575024202164,0.0751064037431568,0.12645242195540018,0.07710758672517015,0.07210844397387017,0.0867298590000729,0.07269328573995926,0.10280846436134228,0.09764931598123494,0.07683695468810137,0.03968762132877157,0.06931239859245908,0.0878960457204957,0.08303020567187103,0.07477916044304822,0.04535015165566614,0.05920271844265146,0.0408118727991279,0.10115481678401828,0.11020406227800539,0.09124471981424942,0.04347164848607121
103_bat_copy.jpg,0.046242474437246384,0.09173663115883912,0.06689565132251551,0.058526482732955576,0.0624156526619003,0.06846643505763594,0.0,0.06709414837163008,0.0637821908013082,0.06828579294127224,0.058550271649291497,0.05344577419836127,0.07711391807372725,0.05154721734316903,0.03444497332250518,0.058914681819800085,0.044822848337552124,0.04942942098731318,0.07810338334551215,0.043386294490042054,0.0654872838970334,0.07166273293004854,0.035900733143671926,0.04188197666927207,0.04119397895639876,0.05612955072962578,0.0357513239141235,0.07676193218134941,0.07790263456155488,0.0320106625207901,0.07132462832069963,0.06769038833796848,0.08286344483853625,0.04485588261224138,0.05736026952153439,0.0573009826676818,0.05587876045016893,0.05448501605566414,0.03709166245636408,0.03915886100575938,0.039836209337377415,0.08279570735627462,0.04226079794277271,0.06267044308207714,0.10527541207277447,0.029474785232179834,0.04465121316055842,0.05246563375792401,0.042468248949260934,0.056178506094201164,0.055176828472270456,0.04832514372955954,0.04518821218399427,0.05116058122521505,0.054560065053414264,0.04742797309531832,0.033314019629617664,0.050709042161801166,0.040891743158540717,0.06264805818864305,0.041819961242610004,0.04959491025273699,0.042773796121887475,0.04427035208020036,0.04515033005664415,0.057099094770804215,0.08771026435049167,0.07756108612244694,0.11247240697633021,0.0707474954350713,0.06612370363651476,0.04294479551492558,0.0801758006215425,0.058263374139360447,0.048472566134247,0.0341868185455636,0.10573598456655642,0.09374356268745032,0.07740378257545055,0.03512099710421601,0.05600975843600542,0.03208727448743098,0.06093215676567365,0.053842238476627724,0.05174277389148951,0.04663761416560552,0.04922626152252463,0.05419287332810019,0.06439153674068321,0.03388868885241847,0.057146169274511216,0.034118630716333476,0.0722629394750629,0.07166275942104672,0.0556830714468578,0.06313196925179265,0.02937499364216034,0.05400746283207003,0.04608736964309634,0.030551299923875508,0.05071322773950826,0.05468849341243054,0.04819663589754908,0.048095440284627755,0.05098372732158618
103_bat_copy.jpg,0.0902382473216542,0.10897252226515419,0.06388301554025522,0.10874504406406671,0.10484278758203724,0.09329210309703084,0.06709414837163008,0.0,0.10557001846316605,0.05523622129011585,0.04715225478660556,0.0848788005045582,0.09848690836064378,0.09639070216827761,0.07627870988415164,0.09552232724902221,0.08342081543954716,0.08452148992155284,0.10055662355486317,0.06654573172799294,0.08733705916859802,0.10166373534941842,0.07473910605385004,0.10022119453632705,0.07213912054972427,0.07219385095189579,0.06548246253537082,0.11952929099068699,0.09319938460351673,0.07789609128501263,0.1224075114483496,0.10803745035081924,0.0899210706008412,0.11417222836342433,0.08311301653207837,0.07156111346115701,0.06603946226240753,0.07615255975097601,0.07227931091191764,0.09630383818535393,0.08636846880335292,0.1306550333744192,0.0810136844019308,0.06063029184178981,0.10743612384562828,0.09471130534075489,0.05982655495801292,0.07426870539975561,0.0871103227154586,0.07463997673878431,0.05303942877778589,0.12389275575045389,0.10766066154592147,0.07803225501548772,0.07157634578509153,0.0724271836635737,0.08430047552401321,0.10258856258572491,0.08878068611261336,0.10485248328735908,0.07961273445593009,0.08924141755238435,0.09741020823196123,0.08209955041597228,0.07663623239514228,0.11093187596109355,0.08066665232620629,0.09315329026674113,0.10863809990454765,0.11262971052332649,0.07510476130127164,0.0950202433611439,0.09765654802372914,0.09542009848717325,0.09373193313926398,0.07138211378667836,0.09050085258628437,0.09468664222148004,0.10340922721731782,0.10474278406403281,0.0971429935336533,0.07591623355650756,0.09874620225050568,0.09894191774481498,0.11864404130561201,0.09529002768627204,0.12218636459581944,0.07993282518653899,0.08411027015731831,0.08689026199385252,0.09186961596953658,0.07188801237828979,0.10283869059022799,0.10235175955328979,0.08910098877120776,0.0900536580465664,0.08390862067942417,0.064765324724536,0.1118662664477309,0.06913533276084516,0.1046079713744632,0.10354751022764475,0.11430508071913104,0.08587698131473342,0.10707118385515646
103_bat_copy.jpg,0.07277167260347595,0.0995202162343618,0.08598909121889109,0.06929774907048392,0.047158135788194055,0.05575491503383234,0.0637821908013082,0.10557001846316605,0.0,0.09273282514415337,0.08638285341534657,0.08556753996537936,0.11486396130703624,0.10076203475449419,0.09631771946838297,0.043431143749904755,0.09405091124795073,0.057570925938798645,0.028654200073581437,0.06867902531776493,0.07143851312173322,0.04420041584509238,0.0866605055669244,0.1166586204674962,0.08858764620911697,0.10431532531793453,0.07355522334666509,0.04732537345949561,0.05609394682811619,0.07615406973787053,0.05013972412062595,0.06315959315840025,0.08273329456464062,0.10175057284134392,0.08407066611508884,0.05697114324975461,0.06278032774239051,0.08408730246192497,0.0713066409329578,0.08593528800165484,0.06876194214196474,0.03399775229178925,0.052109621233827785,0.08384676419875114,0.07352354011288131,0.07615987126646473,0.09624407449353456,0.10615647618014212,0.06844386472721486,0.07576650643498128,0.0845800085364593,0.11092000799392365,0.10709592644742572,0.08804365356217037,0.08364858504161421,0.08185405833614501,0.05847964664823169,0.03564006172190637,0.04369867634019031,0.048381940429586545,0.03678510862580808,0.0641991326211423,0.08859901084732213,0.1090910164998653,0.10846204073086341,0.11717402932744225,0.08821412313524557,0.07234937960201626,0.11035386887252618,0.05420807916103643,0.06847978652070197,0.07758808044955867,0.08126100436063022,0.053632191352321,0.07236606893084874,0.06550961580847148,0.06696783929246575,0.04066405302946818,0.04408001425851482,0.05824003556999302,0.03493312294535822,0.07024644469612074,0.08990999736361582,0.03088882173126517,0.07948708765171919,0.13116577981869137,0.0710275582674803,0.09392301270889747,0.09560336321235352,0.08620348286689394,0.12346195913858904,0.09499343447101927,0.10453792917536275,0.030660124944263067,0.07053048117825189,0.09809470913307894,0.0709695959635348,0.0681769414298865,0.04344579327187992,0.06910788808676505,0.042685607589056374,0.1068871244000319,0.09829898121978975,0.10388754867985817,0.04579329307266766
104_bat_copy.jpg,0.05615368402893761,0.10279786796208357,0.04988978155310997,0.07172135750894759,0.08679158302575518,0.07840331442653126,0.06828579294127224,0.05523622129011585,0.09273282514415337,0.0,0.04409288888361418,0.06717356838407462,0.08492417958438381,0.06657476586196209,0.06383448403165015,0.07982135106633681,0.07984545787465058,0.08276868653816483,0.0891129891933683,0.049201942786225694,0.06196999460007491,0.08097121933190132,0.06282491209227181,0.08190711980543308,0.06803002235416389,0.05017675853603554,0.048395026982671174,0.10010397186952691,0.07161679753926187,0.0715217213469127,0.09672737626372652,0.0812185861877378,0.06838018036766969,0.09540211109943164,0.07723490246226405,0.057508857530140345,0.05146689663678761,0.048274016103135975,0.0518096636618105,0.07438457702565016,0.06334479793090475,0.10408805904483209,0.06832621820444451,0.04180949729834205,0.0835201037006017,0.08434288761204645,0.061932191945719306,0.06777128477526317,0.06480426649181192,0.057072895173636895,0.05205250664182304,0.11317635227008782,0.09645616142469848,0.05180500124613652,0.051634266763079806,0.057563667405306385,0.06759832504836205,0.07887824504130903,0.06492450913240067,0.0889902828899517,0.07086916858955994,0.08144516977974758,0.077254558782889,0.0682945614616588,0.05016004271620467,0.09595489875776286,0.05926619087421148,0.06544383866007253,0.07901271334790272,0.08084252606290365,0.05858184891908247,0.07164191100550499,0.07864130955388304,0.07430873329795551,0.08474729918975699,0.06579502982250596,0.08552057142566505,0.09729680026889431,0.08652810355818608,0.08785609729529031,0.07139093528906126,0.07024051071253568,0.08786044181898645,0.08358680803393559,0.08697339074603738,0.09119814863950704,0.09131812637011438,0.06748960599196718,0.059168624528036395,0.06442057087465225,0.06578183730542886,0.05171856111918327,0.07526805181384921,0.0784961918660344,0.07071965339601882,0.08018223793409218,0.059529484904793484,0.05792285884918014,0.10038880308160236,0.06116816506816458,0.07851420574477441,0.08787850867972258,0.10335391401318705,0.08778830683103234,0.08928459787936383
