14.1665 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
15.3130 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.3135 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd6228b8460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd6228b8400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd6228b8280>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd6229a7fd0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.3137 	EXP 	window1: mouseVisible = True
15.3137 	EXP 	window1: backgroundImage = ''
15.3137 	EXP 	window1: backgroundFit = 'none'
15.3171 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.3171 	EXP 	window1: recordFrameIntervals = False
15.3953 	EXP 	window1: recordFrameIntervals = True
16.2411 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.2418 	EXP 	window1: mouseVisible = False
16.2418 	EXP 	image_similarity_rating: status = STARTED
16.2422 	EXP 	window1: mouseVisible = True
16.2766 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
16.2768 	EXP 	window1: mouseVisible = True
16.2783 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
16.2784 	EXP 	window1: mouseVisible = True
16.2797 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
16.2798 	EXP 	window1: mouseVisible = True
16.2939 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
16.2939 	EXP 	window1: mouseVisible = True
16.3062 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
16.3164 	EXP 	window1: mouseVisible = True
16.3167 	EXP 	window1: mouseVisible = True
16.3193 	EXP 	window1: mouseVisible = True
16.3194 	EXP 	window1: mouseVisible = True
16.3198 	EXP 	window1: mouseVisible = True
16.3201 	EXP 	window1: mouseVisible = True
16.3311 	EXP 	window1: mouseVisible = True
16.3312 	EXP 	window1: mouseVisible = True
16.3315 	EXP 	window1: mouseVisible = True
16.3318 	EXP 	window1: mouseVisible = True
16.3393 	EXP 	window1: mouseVisible = True
16.3394 	EXP 	window1: mouseVisible = True
16.3397 	EXP 	window1: mouseVisible = True
16.3400 	EXP 	window1: mouseVisible = True
16.3458 	EXP 	window1: mouseVisible = True
16.3459 	EXP 	window1: mouseVisible = True
16.3462 	EXP 	window1: mouseVisible = True
16.3465 	EXP 	window1: mouseVisible = True
16.3498 	EXP 	window1: mouseVisible = True
16.3499 	EXP 	window1: mouseVisible = True
16.3502 	EXP 	window1: mouseVisible = True
16.3505 	EXP 	window1: mouseVisible = True
16.3562 	EXP 	window1: mouseVisible = True
16.3562 	EXP 	window1: mouseVisible = True
16.3565 	EXP 	window1: mouseVisible = True
16.3568 	EXP 	window1: mouseVisible = True
16.3602 	EXP 	window1: mouseVisible = True
16.3603 	EXP 	window1: mouseVisible = True
16.3606 	EXP 	window1: mouseVisible = True
16.3608 	EXP 	window1: mouseVisible = True
16.3665 	EXP 	window1: mouseVisible = True
16.3666 	EXP 	window1: mouseVisible = True
16.3669 	EXP 	window1: mouseVisible = True
16.3672 	EXP 	window1: mouseVisible = True
16.3705 	EXP 	window1: mouseVisible = True
16.3705 	EXP 	window1: mouseVisible = True
16.3708 	EXP 	window1: mouseVisible = True
16.3711 	EXP 	window1: mouseVisible = True
16.3768 	EXP 	window1: mouseVisible = True
16.3769 	EXP 	window1: mouseVisible = True
16.3772 	EXP 	window1: mouseVisible = True
16.3774 	EXP 	window1: mouseVisible = True
16.3807 	EXP 	window1: mouseVisible = True
16.3808 	EXP 	window1: mouseVisible = True
16.3811 	EXP 	window1: mouseVisible = True
16.3813 	EXP 	window1: mouseVisible = True
16.3870 	EXP 	window1: mouseVisible = True
16.3871 	EXP 	window1: mouseVisible = True
16.3874 	EXP 	window1: mouseVisible = True
16.3877 	EXP 	window1: mouseVisible = True
16.3910 	EXP 	window1: mouseVisible = True
16.3911 	EXP 	window1: mouseVisible = True
16.3914 	EXP 	window1: mouseVisible = True
16.3916 	EXP 	window1: mouseVisible = True
16.3977 	EXP 	window1: mouseVisible = True
16.3978 	EXP 	window1: mouseVisible = True
16.3981 	EXP 	window1: mouseVisible = True
16.3984 	EXP 	window1: mouseVisible = True
16.4017 	EXP 	window1: mouseVisible = True
16.4040 	EXP 	window1: mouseVisible = True
16.4341 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
16.4342 	EXP 	window1: mouseVisible = True
