15.4323 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
16.5679 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.5683 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd14e18b430>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd14e18b3d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd14e18b250>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd14df70fa0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.5685 	EXP 	window1: mouseVisible = True
16.5685 	EXP 	window1: backgroundImage = ''
16.5685 	EXP 	window1: backgroundFit = 'none'
16.5719 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.5719 	EXP 	window1: recordFrameIntervals = False
16.6502 	EXP 	window1: recordFrameIntervals = True
17.5127 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.5135 	EXP 	window1: mouseVisible = False
17.5136 	EXP 	image_similarity_rating: status = STARTED
17.5139 	EXP 	window1: mouseVisible = True
