19.6026 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
20.7771 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

20.7776 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd375291640>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd3752915e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd375291460>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd371a021f0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.7778 	EXP 	window1: mouseVisible = True
20.7779 	EXP 	window1: backgroundImage = ''
20.7780 	EXP 	window1: backgroundFit = 'none'
20.7819 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.7820 	EXP 	window1: recordFrameIntervals = False
20.8600 	EXP 	window1: recordFrameIntervals = True
21.6979 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

21.6984 	EXP 	window1: mouseVisible = False
21.6985 	EXP 	image_similarity_rating: status = STARTED
21.6988 	EXP 	window1: mouseVisible = True
21.7326 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
21.7328 	EXP 	window1: mouseVisible = True
21.7343 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
21.7344 	EXP 	window1: mouseVisible = True
21.7357 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
21.7357 	EXP 	window1: mouseVisible = True
21.7493 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
21.7494 	EXP 	window1: mouseVisible = True
21.7616 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
21.7718 	EXP 	window1: mouseVisible = True
21.7721 	EXP 	window1: mouseVisible = True
21.7746 	EXP 	window1: mouseVisible = True
21.7747 	EXP 	window1: mouseVisible = True
21.7751 	EXP 	window1: mouseVisible = True
21.7754 	EXP 	window1: mouseVisible = True
21.7874 	EXP 	window1: mouseVisible = True
21.7875 	EXP 	window1: mouseVisible = True
21.7878 	EXP 	window1: mouseVisible = True
21.7881 	EXP 	window1: mouseVisible = True
21.7957 	EXP 	window1: mouseVisible = True
21.7958 	EXP 	window1: mouseVisible = True
21.7961 	EXP 	window1: mouseVisible = True
21.7964 	EXP 	window1: mouseVisible = True
21.8022 	EXP 	window1: mouseVisible = True
21.8023 	EXP 	window1: mouseVisible = True
21.8026 	EXP 	window1: mouseVisible = True
