17.6961 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
18.8760 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.8764 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9e5ded34f0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9e5ded3490>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9e5ded3310>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f9e5df3c0a0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.8766 	EXP 	window1: mouseVisible = True
18.8766 	EXP 	window1: backgroundImage = ''
18.8766 	EXP 	window1: backgroundFit = 'none'
18.8799 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.8800 	EXP 	window1: recordFrameIntervals = False
18.9714 	EXP 	window1: recordFrameIntervals = True
19.8213 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

19.8224 	EXP 	window1: mouseVisible = False
19.8225 	EXP 	image_similarity_rating: status = STARTED
19.8228 	EXP 	window1: mouseVisible = True
19.8576 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
19.8577 	EXP 	window1: mouseVisible = True
19.8592 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
19.8593 	EXP 	window1: mouseVisible = True
19.8606 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
19.8607 	EXP 	window1: mouseVisible = True
19.8746 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
19.8746 	EXP 	window1: mouseVisible = True
19.8869 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
19.8971 	EXP 	window1: mouseVisible = True
19.8974 	EXP 	window1: mouseVisible = True
19.9000 	EXP 	window1: mouseVisible = True
19.9001 	EXP 	window1: mouseVisible = True
19.9004 	EXP 	window1: mouseVisible = True
19.9007 	EXP 	window1: mouseVisible = True
19.9127 	EXP 	window1: mouseVisible = True
19.9128 	EXP 	window1: mouseVisible = True
19.9131 	EXP 	window1: mouseVisible = True
19.9134 	EXP 	window1: mouseVisible = True
19.9208 	EXP 	window1: mouseVisible = True
19.9209 	EXP 	window1: mouseVisible = True
19.9212 	EXP 	window1: mouseVisible = True
19.9215 	EXP 	window1: mouseVisible = True
19.9273 	EXP 	window1: mouseVisible = True
19.9274 	EXP 	window1: mouseVisible = True
19.9277 	EXP 	window1: mouseVisible = True
19.9280 	EXP 	window1: mouseVisible = True
19.9313 	EXP 	window1: mouseVisible = True
19.9314 	EXP 	window1: mouseVisible = True
19.9317 	EXP 	window1: mouseVisible = True
19.9319 	EXP 	window1: mouseVisible = True
19.9376 	EXP 	window1: mouseVisible = True
19.9377 	EXP 	window1: mouseVisible = True
19.9380 	EXP 	window1: mouseVisible = True
19.9383 	EXP 	window1: mouseVisible = True
19.9416 	EXP 	window1: mouseVisible = True
19.9417 	EXP 	window1: mouseVisible = True
19.9420 	EXP 	window1: mouseVisible = True
19.9422 	EXP 	window1: mouseVisible = True
19.9479 	EXP 	window1: mouseVisible = True
19.9480 	EXP 	window1: mouseVisible = True
19.9483 	EXP 	window1: mouseVisible = True
19.9486 	EXP 	window1: mouseVisible = True
19.9519 	EXP 	window1: mouseVisible = True
19.9519 	EXP 	window1: mouseVisible = True
19.9522 	EXP 	window1: mouseVisible = True
19.9525 	EXP 	window1: mouseVisible = True
19.9582 	EXP 	window1: mouseVisible = True
